sampleID,Kartez,family,genus_new,species_new,genus_old,species_old,Native,PhotoPath,LifeHistory,FunctionalGroup,site,lf_sum_area,lf_n_pieces,lf_whole_ind,lf_wet_mass,lf_dry_mass,sla,ldmc,lf_petiole_ind,lf_iso_mass,lf_iso_d15N,lf_iso_d13C,lf_iso_pN,lf_iso_pC,lf_iso_CN,stem_wet_mass,stem_length,stem_diam_1,stem_diam_2,root_wet_mass,root_length,root_diam_1,root_diam_2,stem_dry_mass_1,stem_dry_mass_2,sdmc,sdens,root_dry_mass_1,root_dry_mass_2,rdmc,rdens,fine_root_length_sum,fine_root_p95_diam,fine_root_volume_sum,fine_root_wet_mass,fine_root_dry_mass,fr_dmc,srl,fr_dens,seed_mass_sum,seed_n,seed_mass
341,ASNU4,Fabaceae,Astragalus,nuttallianus,Astragalus,nuttallianus,y,C3,p,f,core_PJ,2.3483824,10,TRUE,0.0553,0.0126,186.3795556,0.227848101,FALSE,2.939,-0.4853125,-28.708625,4.412505015,45.07628664,10.21557743,NA,NA,NA,NA,0.0333,9.3,1.2,1.2,NA,NA,NA,NA,0.0079,0.0072,0.216216216,6.84538e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,ASNU4,Fabaceae,Astragalus,nuttallianus,Astragalus,nuttallianus,y,C3,p,f,core_PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.11545732,0.047654966,0.013195421,7.32,0.94,0.128415301,0.115828346,71.23683434,NA,NA,NA
650,ASNU4,Fabaceae,Astragalus,nuttallianus,Astragalus,nuttallianus,y,C3,p,f,core_PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.084321695,0.048603252,0.012685288,6.09,0.69,0.113300493,0.085350389,54.39371956,NA,NA,NA
651,ASNU4,Fabaceae,Astragalus,nuttallianus,Astragalus,nuttallianus,y,C3,p,f,core_PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.67709409,0.047353041,0.012869901,9.01,0.82,0.091009989,0.084736181,63.71455155,NA,NA,NA
757,ASNU4,Fabaceae,Astragalus,nuttallianus,Astragalus,nuttallianus,y,C3,p,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.754,19,1.197578947
140,BAABA,Asteraceae,Bahia,absinthifolia,Bahia,absinthifolia,y,C3,p,f,core_creosote,6.77418,5,TRUE,0.2914,0.0579,116.9979275,0.198695951,FALSE,3.13,0.2186875,-27.542625,2.780446315,44.35489264,15.95243627,0.0476,13.9,1.7,1.5,0.1614,14.6,3.3,3.9,0.0166,0.0162,0.340336134,5.78903e-4,0.0622,0.0619,0.383519207,4.15565e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,BAABA,Asteraceae,Bahia,absinthifolia,Bahia,absinthifolia,y,C3,p,f,core_creosote,8.62514404,5,TRUE,0.3487,0.0826,104.42063,0.236879839,FALSE,3.056,1.4766875,-28.899625,2.107655827,44.03512263,20.89293805,0.0884,38.3,1.2,1.3,0.1074,11.8,3.3,2.6,0.0363,0.036,0.407239819,7.65531e-4,0.0423,0.0425,0.395716946,5.24494e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,BAABA,Asteraceae,Bahia,absinthifolia,Bahia,absinthifolia,y,C3,p,f,core_creosote,7.82191984,5,TRUE,0.3553,0.0536,145.9313403,0.150858429,FALSE,3.011,1.6636875,-30.500625,2.095975728,42.34424797,20.20264233,0.089,39.8,1.4,1.4,0.0627,13.5,2,2,0.0265,0.026,0.292134831,4.2437e-4,0.0204,0.0198,0.315789474,4.66855e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,BAABA,Asteraceae,Bahia,absinthifolia,Bahia,absinthifolia,y,C3,p,f,core_creosote,7.9703066400000004,5,TRUE,0.3119,0.0453,175.9449589,0.145238859,FALSE,NA,NA,NA,NA,NA,NA,0.2676,52.5,2.1,1.9,0.1851,51.1,1.7,1.6,0.1094,0.1086,0.405829596,6.57899e-4,0.0608,0.0602,0.325229606,5.50789e-4,NA,NA,NA,NA,NA,NA,NA,NA,3.088,10,0.3088
161,BAABA,Asteraceae,Bahia,absinthifolia,Bahia,absinthifolia,y,C3,p,f,core_creosote,2.94967152,5,TRUE,0.1409,0.0224,131.6817643,0.158977999,FALSE,NA,NA,NA,NA,NA,NA,0.1257,19.8,2.3,2.5,0.3647,20.2,4.7,4.6,0.0509,0.0505,0.401750199,5.6346e-4,0.1781,0.1773,0.486153002,5.16827e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,BAABA,Asteraceae,Bahia,absinthifolia,Bahia,absinthifolia,y,C3,p,f,core_creosote,5.0612802,5,TRUE,0.2643,0.0361,140.2016676,0.136587212,FALSE,NA,NA,NA,NA,NA,NA,0.0792,21.1,1.7,1.7,0.1741,24.6,2.4,2.9,0.0268,0.0265,0.33459596,5.5332e-4,0.0725,0.0721,0.41412981,5.29825e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,BAABA,Asteraceae,Bahia,absinthifolia,Bahia,absinthifolia,y,C3,p,f,core_black,6.60063196,5,TRUE,0.3288,0.0537,122.9167963,0.163321168,FALSE,NA,NA,NA,NA,NA,NA,0.2035,39.5,2.3,2,0.2391,22.9,3.5,2.7,0.0879,0.0876,0.43046683,6.09869e-4,0.0844,0.0839,0.350899205,4.82736e-4,NA,NA,NA,NA,NA,NA,NA,NA,4.992,10,0.4992
529,BAABA,Asteraceae,Bahia,absinthifolia,Bahia,absinthifolia,y,C3,p,f,core_creosote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.74692538,0.070736493,0.216140795,178,8.39,0.047134831,0.131614191,38.81729037,NA,NA,NA
530,BAABA,Asteraceae,Bahia,absinthifolia,Bahia,absinthifolia,y,C3,p,f,core_creosote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.27976446,0.06512697,0.05545373,55.87,3.921,0.070180777,0.168429539,70.70759675,NA,NA,NA
531,BAABA,Asteraceae,Bahia,absinthifolia,Bahia,absinthifolia,y,C3,p,f,core_creosote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.3093395,0.06396246,0.174476051,233.45,14.83,0.06352538,0.194340563,84.99733858,NA,NA,NA
52,BADI,Asteraceae,Amauriopsis,dissecta,Bahia,dissecta,y,C3,p,f,core_PJ,6.83482504,5,TRUE,0.2619,0.0414,165.0923923,0.158075601,FALSE,NA,NA,NA,NA,NA,NA,0.0934,28.7,1.5,1.2,0.1869,24.4,2.8,2.6,0.0308,0.0308,0.329764454,7.46669e-4,0.0561,0.056,0.299625468,4.00666e-4,NA,NA,NA,NA,NA,NA,NA,NA,3.969,20,0.19845
59,BADI,Asteraceae,Amauriopsis,dissecta,Bahia,dissecta,y,C3,p,f,core_PJ,35.38767116,5,TRUE,1.5782,0.2115,167.3175941,0.134013433,FALSE,3.192,0.6236875,-29.420625,1.593120838,43.20880363,27.12211314,0.3084,26.7,3.4,3.8,0.1821,25.1,2.3,3,0.0985,0.0981,0.318093385,3.60592e-4,0.0627,0.0627,0.34431631,4.50292e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,BADI,Asteraceae,Amauriopsis,dissecta,Bahia,dissecta,y,C3,p,f,core_PJ,17.78577088,5,TRUE,0.7474,0.1081,164.5307204,0.144634734,FALSE,3.228,-1.7423125,-30.353625,1.073681654,47.13704353,43.90225294,0.207,47.9,2.2,1.9,0.2571,41.2,3.3,1.7,0.0607,0.0606,0.292753623,3.82618e-4,0.0816,0.0818,0.318164138,3.9112e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,BADI,Asteraceae,Amauriopsis,dissecta,Bahia,dissecta,y,C3,p,f,core_PJ,38.09282704,8,FALSE,1.9406,0.2782,136.9260497,0.143357724,FALSE,3.105,-0.9833125,-29.466625,1.483497254,47.50439867,32.02189861,0.5913,53.6,3.9,3.1,1.2651,41.5,6.2,6,0.1964,0.1956,0.33079655,3.77652e-4,0.4848,0.483,0.381788001,3.98209e-4,NA,NA,NA,NA,NA,NA,NA,NA,6.178,19,0.325157895
99,BADI,Asteraceae,Amauriopsis,dissecta,Bahia,dissecta,y,C3,p,f,core_PJ,9.9935284,5,TRUE,0.3712,0.0565,176.8766088,0.152209052,FALSE,NA,NA,NA,NA,NA,NA,0.0671,10.2,2.8,2.4,0.3082,27.8,3.5,2.4,0.0218,0.0216,0.321907601,3.98072e-4,0.1002,0.1,0.324464633,5.20258e-4,NA,NA,NA,NA,NA,NA,NA,NA,4.198,20,0.2099
655,BADI,Asteraceae,Amauriopsis,dissecta,Bahia,dissecta,y,C3,p,f,core_PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.26101961,0.049376551,0.074428986,64.77,3.98,0.061448201,0.07472632,53.47379039,NA,NA,NA
656,BADI,Asteraceae,Amauriopsis,dissecta,Bahia,dissecta,y,C3,p,f,core_PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.97990181,0.062593466,0.02718008,19.76,1.49,0.075404858,0.093242125,54.81955914,NA,NA,NA
657,BADI,Asteraceae,Amauriopsis,dissecta,Bahia,dissecta,y,C3,p,f,core_PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.78176334,0.046189447,0.010946149,6.44,0.28,0.043478261,0.028624696,25.57977202,NA,NA,NA
324,BELY,Asteraceae,Berlandiera,lyrata,Berlandiera,lyrata,y,C3,p,f,core_blue,16.5870636,5,TRUE,0.5451,0.0919,180.4903547,0.168592919,FALSE,3.234,2.8270875,-28.597625,3.386633058,49.68726603,14.67158242,0.1169,15.1,2.6,2.9,0.4658,26,3.8,4,0.0254,0.0254,0.217279726,2.82925e-4,0.1195,0.1191,0.255689137,3.83376e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,BELY,Asteraceae,Berlandiera,lyrata,Berlandiera,lyrata,y,C3,p,f,core_blue,41.97217412,4,TRUE,1.2469,0.2452,171.1752615,0.196647686,FALSE,3.28,0.191444444,-30.00455556,3.385014355,45.69872727,13.50030531,0.147,7.7,4.1,4.9,2.8625,24.7,13.2,11.5,0.031,0.0307,0.208843537,2.50029e-4,0.6974,0.6939,0.24241048,2.34148e-4,NA,NA,NA,53.08,4.67,0.087980407,NA,NA,NA,NA,NA
758,BELY,Asteraceae,Berlandiera,lyrata,Berlandiera,lyrata,y,C3,p,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.642,5,3.5284
225,BOBA2,Poaceae,Chondrosum,barbatum,Bouteloua,barbata,y,C4,a,g,core_blue,0.76515976,5,TRUE,0.0086,0.003,255.0532533,0.348837209,FALSE,NA,NA,NA,NA,NA,NA,0.0046,14.1,0.2,0.2,NA,NA,NA,NA,0.0011,0.0011,0.239130435,0.002483271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,3,0.106666667
226,BOBA2,Poaceae,Chondrosum,barbatum,Bouteloua,barbata,y,C4,a,g,core_blue,1.41225524,7,FALSE,0.0174,0.0059,239.3652949,0.33908046,FALSE,2.565,3.4076875,-14.863625,1.323479347,42.25478751,31.92704716,0.0123,33.4,0.3,0.2,NA,NA,NA,NA,0.0035,0.003,0.243902439,0.00180573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.359,4,0.08975
227,BOBA2,Poaceae,Chondrosum,barbatum,Bouteloua,barbata,y,C4,a,g,core_blue,0.92386912,4,TRUE,0.0141,0.0041,225.3339317,0.290780142,FALSE,1.935,4.0226875,-14.585625,1.062897646,42.26168437,39.76082225,0.0116,33.3,0.5,0.3,NA,NA,NA,NA,0.0042,0.0033,0.284482759,7.72512e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,BOBA2,Poaceae,Chondrosum,barbatum,Bouteloua,barbata,y,C4,a,g,core_blue,0.89935304,3,TRUE,0.0109,0.0026,345.9050154,0.23853211,FALSE,NA,NA,NA,NA,NA,NA,0.004,19.1,0.2,0.3,NA,NA,NA,NA,0.0016,0.0015,0.375,0.001578832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.486,4,0.1215
229,BOBA2,Poaceae,Chondrosum,barbatum,Bouteloua,barbata,y,C4,a,g,core_blue,0.65225676,4,TRUE,0.0069,0.0017,383.6804471,0.246376812,FALSE,NA,NA,NA,NA,NA,NA,0.0057,17.5,0.2,0.2,NA,NA,NA,NA,0.0019,0.0018,0.315789474,0.003274047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.278,3,0.092666667
230,BOBA2,Poaceae,Chondrosum,barbatum,Bouteloua,barbata,y,C4,a,g,core_blue,1.16193316,8,TRUE,0.0144,0.0052,223.4486846,0.361111111,FALSE,1.492,NA,-14.903625,0.519206,40.0729195,77.18115647,0.0044,7.9,0.5,0.2,NA,NA,NA,NA,0.0016,0.0016,0.363636364,0.001983627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,BOBA2,Poaceae,Chondrosum,barbatum,Bouteloua,barbata,y,C4,a,g,core_black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.36166891,0.029505625,0.015533463,21.63,4.02,0.185852982,0.099599449,258.7961191,NA,NA,NA
521,BOBA2,Poaceae,Chondrosum,barbatum,Bouteloua,barbata,y,C4,a,g,core_black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.93616891,0.026223239,0.017503508,21.65,2.796,0.129145497,0.054892232,159.7394071,NA,NA,NA
522,BOBA2,Poaceae,Chondrosum,barbatum,Bouteloua,barbata,y,C4,a,g,core_black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.06080257,0.02786024,0.021450326,35.54,3.98,0.111986494,0.072283727,185.5449635,NA,NA,NA
355,BOCU,Poaceae,Bouteloua,curtipendula,Bouteloua,curtipendula,y,C4,p,g,core_PJ,19.88189572,11,FALSE,0.2647,0.0986,201.6419444,0.372497167,FALSE,3.277,-3.6993125,-16.102625,1.185400078,43.50204845,36.69819941,0.0561,40.9,1,0.8,0.0366,79.6,0.4,0.5,0.0225,0.0225,0.401069519,8.61194e-4,0.0162,0.0161,0.43989071,0.001266528,NA,NA,NA,NA,NA,NA,NA,NA,1.892,4,0.473
356,BOCU,Poaceae,Bouteloua,curtipendula,Bouteloua,curtipendula,y,C4,p,g,core_PJ,9.48127136,5,TRUE,0.1456,0.0603,157.2350143,0.414148352,FALSE,NA,NA,NA,NA,NA,NA,0.0742,62.3,0.7,1,0.0226,55.1,0.4,0.4,0.0423,0.0421,0.567385445,0.001178641,0.0093,0.0092,0.407079646,0.001328699,NA,NA,NA,NA,NA,NA,NA,NA,2.402,4,0.6005
357,BOCU,Poaceae,Bouteloua,curtipendula,Bouteloua,curtipendula,y,C4,p,g,core_PJ,15.06190536,9,FALSE,0.2147,0.0841,179.0951886,0.391709362,FALSE,3.029,-3.06565,-15.7345,1.181844349,39.65664379,33.55487872,0.0793,48.2,0.8,1,0.0307,37.5,0.7,0.7,0.0301,0.0299,0.37704918,9.71105e-4,0.0097,0.0095,0.309446254,6.58274e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,BOCU,Poaceae,Bouteloua,curtipendula,Bouteloua,curtipendula,y,C4,p,g,core_PJ,10.11094752,5,TRUE,0.1514,0.0583,173.4296316,0.385072655,FALSE,NA,NA,NA,NA,NA,NA,0.1942,81.6,1,1.3,0.0268,33.4,0.8,0.5,0.0775,0.0774,0.398558187,9.0805e-4,0.0104,0.0104,0.388059701,9.21996e-4,NA,NA,NA,NA,NA,NA,NA,NA,1.041,2,0.5205
359,BOCU,Poaceae,Bouteloua,curtipendula,Bouteloua,curtipendula,y,C4,p,g,core_PJ,15.00835708,6,FALSE,0.2407,0.0947,158.4831793,0.393435812,FALSE,3.062,-2.76265,-16.3665,1.778286708,45.55074721,25.61496243,0.0885,65.5,0.9,1.2,0.0342,54.8,0.5,0.5,0.0343,0.0343,0.387570621,6.00676e-4,0.0136,0.0134,0.391812865,0.001245359,NA,NA,NA,NA,NA,NA,NA,NA,1.699,3,0.566333333
661,BOCU,Poaceae,Bouteloua,curtipendula,Bouteloua,curtipendula,y,C4,p,g,core_PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.80934809,0.048857181,0.222816988,297.91,45.64,0.153200631,0.571862834,204.8317792,NA,NA,NA
662,BOCU,Poaceae,Bouteloua,curtipendula,Bouteloua,curtipendula,y,C4,p,g,core_PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.84751149,0.080010894,0.23822603,236.63,50.22,0.212230064,0.751262072,210.8081972,NA,NA,NA
663,BOCU,Poaceae,Bouteloua,curtipendula,Bouteloua,curtipendula,y,C4,p,g,core_PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.64370835,0.083805698,0.278749861,251.06,55.99,0.223014419,0.938741094,200.8610864,NA,NA,NA
18,BOER4,Poaceae,Chondrosum,eriopoda,Bouteloua,eriopoda,y,C4,p,g,core_black,NA,NA,NA,NA,0.0109,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,BOER4,Poaceae,Chondrosum,eriopoda,Bouteloua,eriopoda,y,C4,p,g,core_black,2.84967172,9,FALSE,0.0396,0.0158,180.3589696,0.398989899,FALSE,3.228,0.57335,-15.6505,1.207103052,43.24591182,35.82619706,NA,NA,NA,NA,NA,NA,NA,NA,0.0125,0.0123,NA,NA,0.0051,0.0051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.868,5,0.1736
246,BOER4,Poaceae,Chondrosum,eriopoda,Bouteloua,eriopoda,y,C4,p,g,core_blue,2.87483296,5,TRUE,0.0446,0.0152,189.1337474,0.340807175,FALSE,3.165,1.41335,-15.7415,1.622731324,44.43044625,27.38003858,0.0308,28.1,0.6,0.7,0.0116,62.8,0.3,0.1,0.0125,0.0123,0.399350649,0.001316518,0.0035,0.0032,0.275862069,0.001497196,NA,NA,NA,NA,NA,NA,NA,NA,0.576,3,0.192
247,BOER4,Poaceae,Chondrosum,eriopoda,Bouteloua,eriopoda,y,C4,p,g,core_blue,5.32837644,10,FALSE,0.0798,0.0285,186.9605768,0.357142857,FALSE,3.03,0.38835,-14.1725,0.913585678,42.85232486,46.90564433,0.0377,44.4,0.7,0.8,0.0127,60.1,0.3,0.2,0.0221,0.0221,0.586206897,0.001125005,0.0049,0.0045,0.354330709,0.001505276,NA,NA,NA,NA,NA,NA,NA,NA,0.139,1,0.139
248,BOER4,Poaceae,Chondrosum,eriopoda,Bouteloua,eriopoda,y,C4,p,g,core_blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013,49.7,0.3,0.4,0.0111,57.3,0.3,0.2,0.0064,0.0064,0.492307692,0.001329394,0.0038,0.0038,0.342342342,0.001333236,NA,NA,NA,NA,NA,NA,NA,NA,1.03,5,0.206
603,BOER4,Poaceae,Chondrosum,eriopoda,Bouteloua,eriopoda,y,C4,p,g,core_blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.12518367,0.078641113,0.253732603,300.79,46.27,0.153828252,0.689309101,182.3573297,NA,NA,NA
604,BOER4,Poaceae,Chondrosum,eriopoda,Bouteloua,eriopoda,y,C4,p,g,core_blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.92310463,0.079834701,0.165843577,129.42,30.07,0.232344305,0.627463522,181.3154333,NA,NA,NA
605,BOER4,Poaceae,Chondrosum,eriopoda,Bouteloua,eriopoda,y,C4,p,g,core_blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.65830924,0.096744239,0.392182701,380.94,82.51,0.216595789,1.406620836,210.3866383,NA,NA,NA
759,BOER4,Poaceae,Chondrosum,eriopoda,Bouteloua,eriopoda,y,C4,p,g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.296,13,0.176615385
53,BOGR2,Poaceae,Chondrosum,gracile,Bouteloua,gracilis,y,C4,p,g,core_PJ,3.38579968,8,FALSE,0.0555,0.0234,144.692294,0.421621622,FALSE,NA,NA,NA,NA,NA,NA,0.0509,32.6,0.8,0.8,0.012,39.8,0.2,0.3,0.0193,0.0198,0.388998035,0.001208309,0.0044,0.0049,0.408333333,0.002475091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,BOGR2,Poaceae,Chondrosum,gracile,Bouteloua,gracilis,y,C4,p,g,core_PJ,3.73096028,5,TRUE,0.0558,0.0244,152.9082082,0.437275986,FALSE,NA,NA,NA,NA,NA,NA,0.0197,27,0.5,0.6,0.0088,38.7,0.2,0.4,0.0066,0.0066,0.335025381,0.001026055,0.0032,0.0032,0.363636364,0.001128009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,BOGR2,Poaceae,Chondrosum,gracile,Bouteloua,gracilis,y,C4,p,g,core_PJ,3.90773412,8,FALSE,0.0569,0.0249,156.9371133,0.437609842,FALSE,NA,NA,NA,NA,NA,NA,0.0139,24.3,0.6,0.6,0.0107,41.2,0.7,0.2,0.0058,0.0057,0.410071942,8.29615e-4,0.0039,0.0043,0.401869159,5.95015e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,BOGR2,Poaceae,Chondrosum,gracile,Bouteloua,gracilis,y,C4,p,g,core_PJ,3.86579872,8,FALSE,0.0618,0.0276,140.065171,0.446601942,FALSE,NA,NA,NA,NA,NA,NA,0.0253,17.1,1,0.8,0.0201,45.3,0.5,0.3,0.0101,0.0101,0.399209486,9.24628e-4,0.0073,0.0071,0.353233831,0.001221788,NA,NA,NA,NA,NA,NA,NA,NA,1.187,3,0.395666667
91,BOGR2,Poaceae,Chondrosum,gracile,Bouteloua,gracilis,y,C4,p,g,core_PJ,4.03160484,8,FALSE,0.0644,0.0278,145.0217568,0.431677019,FALSE,NA,NA,NA,NA,NA,NA,0.0237,22,0.7,0.5,0.017,46.3,0.4,0.4,0.0073,0.0072,0.303797468,0.001146872,0.0059,0.0057,0.335294118,9.7968e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,BOGR2,Poaceae,Chondrosum,gracile,Bouteloua,gracilis,y,C4,p,g,core_blue,5.25998948,10,FALSE,0.0853,0.037,142.1618778,0.433763189,FALSE,3.126,0.26035,-15.8565,2.03202849,44.60143504,21.94921738,0.039,22.9,0.8,0.8,0.0188,38.4,0.3,0.2,0.0112,0.011,0.282051282,9.55625e-4,0.0071,0.0071,0.377659574,0.003717109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,BOGR2,Poaceae,Chondrosum,gracile,Bouteloua,gracilis,y,C4,p,g,core_blue,2.5935432,7,FALSE,0.0406,0.0157,165.1938344,0.386699507,FALSE,NA,NA,NA,NA,NA,NA,0.0352,26.9,1,0.7,0.0264,43.8,0.4,0.4,0.0115,0.0114,0.323863636,7.39163e-4,0.0065,0.0067,0.253787879,0.001217282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,BOGR2,Poaceae,Chondrosum,gracile,Bouteloua,gracilis,y,C4,p,g,core_blue,3.53354132,11,FALSE,0.0532,0.0226,156.3513858,0.42481203,FALSE,NA,NA,NA,NA,NA,NA,0.0356,36.2,0.7,0.7,0.0323,51.3,0.4,0.3,0.0125,0.0128,0.359550562,9.18789e-4,0.0072,0.0073,0.226006192,0.001469046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,BOGR2,Poaceae,Chondrosum,gracile,Bouteloua,gracilis,y,C4,p,g,core_blue,3.92450828,12,FALSE,0.0614,0.0258,152.112724,0.42019544,FALSE,3.075,1.11535,-16.0755,1.354885738,43.97347769,32.45548791,0.0222,20.9,0.7,0.6,0.0254,73.7,0.2,0.3,0.0061,0.0061,0.274774775,8.77832e-4,0.0063,0.0063,0.248031496,0.001718507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,BOGR2,Poaceae,Chondrosum,gracile,Bouteloua,gracilis,y,C4,p,g,core_blue,4.67805516,15,FALSE,0.065,0.0261,179.2358299,0.401538462,FALSE,3.17,-0.19365,-15.6765,1.537199534,44.88126549,29.19677276,0.0137,18.8,0.5,0.6,0.014,31.7,0.3,0.4,0.0046,0.0044,0.321167883,9.82393e-4,0.0044,0.0039,0.278571429,0.001270093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,BOGR2,Poaceae,Chondrosum,gracile,Bouteloua,gracilis,y,C4,p,g,core_blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.55013011,0.102776995,0.40305247,336.04,38.71,0.11519462,0.581666782,96.04208599,NA,NA,NA
