site_code,site,experiment_type,block,plot,N,P,K,Exclose,Treatment_Other_Name,Treatment_Other_Level,Treatment,first_nutrient_year,first_fenced_year
derr.au,derr,Observational,2,13,0,0,0,0,NULL,NULL,Control,NULL,NULL
derr.au,derr,Observational,2,14,0,0,0,0,NULL,NULL,Control,NULL,NULL
derr.au,derr,Observational,2,15,0,0,0,0,NULL,NULL,Control,NULL,NULL
derr.au,derr,Observational,2,16,0,0,0,0,NULL,NULL,Control,NULL,NULL
derr.au,derr,Observational,2,17,0,0,0,0,NULL,NULL,Control,NULL,NULL
derr.au,derr,Observational,2,18,0,0,0,0,NULL,NULL,Control,NULL,NULL
derr.au,derr,Observational,2,19,0,0,0,0,NULL,NULL,Control,NULL,NULL
derr.au,derr,Observational,2,20,0,0,0,0,NULL,NULL,Control,NULL,NULL
derr.au,derr,Observational,3,21,0,0,0,0,NULL,NULL,Control,NULL,NULL
derr.au,derr,Observational,3,22,0,0,0,0,NULL,NULL,Control,NULL,NULL
derr.au,derr,Observational,3,23,0,0,0,0,NULL,NULL,Control,NULL,NULL
derr.au,derr,Observational,3,24,0,0,0,0,NULL,NULL,Control,NULL,NULL
derr.au,derr,Observational,3,25,0,0,0,0,NULL,NULL,Control,NULL,NULL
derr.au,derr,Observational,3,26,0,0,0,0,NULL,NULL,Control,NULL,NULL
derr.au,derr,Observational,3,27,0,0,0,0,NULL,NULL,Control,NULL,NULL
derr.au,derr,Observational,3,28,0,0,0,0,NULL,NULL,Control,NULL,NULL
derr.au,derr,Observational,3,29,0,0,0,0,NULL,NULL,Control,NULL,NULL
derr.au,derr,Observational,3,30,0,0,0,0,NULL,NULL,Control,NULL,NULL
doane.us,doane,Experimental (Nutrients Only),1,1,1,0,0,0,NULL,NULL,N,2013,NULL
doane.us,doane,Experimental (Nutrients Only),1,3,0,1,0,0,NULL,NULL,P,2013,NULL
doane.us,doane,Experimental (Nutrients Only),1,4,1,0,1,0,NULL,NULL,NK,2013,NULL
doane.us,doane,Experimental (Nutrients Only),1,6,0,0,1,0,NULL,NULL,K,2013,NULL
doane.us,doane,Experimental (Nutrients Only),1,7,0,1,1,0,NULL,NULL,PK,2013,NULL
doane.us,doane,Experimental (Nutrients Only),1,8,1,1,1,0,NULL,NULL,NPK,2013,NULL
doane.us,doane,Experimental (Nutrients Only),1,9,0,0,0,0,NULL,NULL,Control,2013,NULL
doane.us,doane,Experimental (Nutrients Only),1,10,1,1,1,0,NULL,NULL,NPK,2013,NULL
doane.us,doane,Experimental (Nutrients Only),1,13,1,1,0,0,NULL,NULL,NP,2013,NULL
doane.us,doane,Experimental (Nutrients Only),1,19,0,0,0,0,NULL,NULL,Control,2013,NULL
doane.us,doane,Experimental (Nutrients Only),2,2,1,0,0,0,NULL,NULL,N,2013,NULL
doane.us,doane,Experimental (Nutrients Only),2,5,0,1,0,0,NULL,NULL,P,2013,NULL
doane.us,doane,Experimental (Nutrients Only),2,11,1,0,1,0,NULL,NULL,NK,2013,NULL
doane.us,doane,Experimental (Nutrients Only),2,12,0,0,1,0,NULL,NULL,K,2013,NULL
doane.us,doane,Experimental (Nutrients Only),2,14,1,1,0,0,NULL,NULL,NP,2013,NULL
doane.us,doane,Experimental (Nutrients Only),2,15,1,1,1,0,NULL,NULL,NPK,2013,NULL
doane.us,doane,Experimental (Nutrients Only),2,16,0,0,0,0,NULL,NULL,Control,2013,NULL
doane.us,doane,Experimental (Nutrients Only),2,22,0,0,0,0,NULL,NULL,Control,2013,NULL
doane.us,doane,Experimental (Nutrients Only),2,23,0,1,1,0,NULL,NULL,PK,2013,NULL
doane.us,doane,Experimental (Nutrients Only),2,24,1,1,1,0,NULL,NULL,NPK,2013,NULL
doane.us,doane,Experimental (Nutrients Only),3,17,0,1,0,0,NULL,NULL,P,2013,NULL
doane.us,doane,Experimental (Nutrients Only),3,18,1,0,0,0,NULL,NULL,N,2013,NULL
doane.us,doane,Experimental (Nutrients Only),3,20,1,1,0,0,NULL,NULL,NP,2013,NULL
doane.us,doane,Experimental (Nutrients Only),3,21,0,0,0,0,NULL,NULL,Control,2013,NULL
doane.us,doane,Experimental (Nutrients Only),3,25,0,0,0,0,NULL,NULL,Control,2013,NULL
doane.us,doane,Experimental (Nutrients Only),3,26,1,1,1,0,NULL,NULL,NPK,2013,NULL
doane.us,doane,Experimental (Nutrients Only),3,27,1,1,1,0,NULL,NULL,NPK,2013,NULL
doane.us,doane,Experimental (Nutrients Only),3,28,0,0,1,0,NULL,NULL,K,2013,NULL
doane.us,doane,Experimental (Nutrients Only),3,29,1,0,1,0,NULL,NULL,NK,2013,NULL
doane.us,doane,Experimental (Nutrients Only),3,30,0,1,1,0,NULL,NULL,PK,2013,NULL
doane.us,doane,Experimental (Nutrients Only),4,31,0,0,0,0,NULL,NULL,Control,2013,NULL
doane.us,doane,Experimental (Nutrients Only),4,32,0,1,0,0,NULL,NULL,P,2013,NULL
doane.us,doane,Experimental (Nutrients Only),4,33,0,0,1,0,NULL,NULL,K,2013,NULL
doane.us,doane,Experimental (Nutrients Only),4,34,1,0,0,0,NULL,NULL,N,2013,NULL
doane.us,doane,Experimental (Nutrients Only),4,36,1,1,0,0,NULL,NULL,NP,2013,NULL
doane.us,doane,Experimental (Nutrients Only),4,37,1,1,1,0,NULL,NULL,NPK,2013,NULL
doane.us,doane,Experimental (Nutrients Only),4,39,0,1,1,0,NULL,NULL,PK,2013,NULL
doane.us,doane,Experimental (Nutrients Only),4,43,0,0,0,0,NULL,NULL,Control,2013,NULL
doane.us,doane,Experimental (Nutrients Only),4,51,1,1,1,0,NULL,NULL,NPK,2013,NULL
doane.us,doane,Experimental (Nutrients Only),4,57,1,0,1,0,NULL,NULL,NK,2013,NULL
doane.us,doane,Experimental (Nutrients Only),5,35,0,0,1,0,NULL,NULL,K,2013,NULL
doane.us,doane,Experimental (Nutrients Only),5,38,0,0,0,0,NULL,NULL,Control,2013,NULL
doane.us,doane,Experimental (Nutrients Only),5,40,1,0,0,0,NULL,NULL,N,2013,NULL
doane.us,doane,Experimental (Nutrients Only),5,41,1,1,0,0,NULL,NULL,NP,2013,NULL
doane.us,doane,Experimental (Nutrients Only),5,42,0,1,1,0,NULL,NULL,PK,2013,NULL
doane.us,doane,Experimental (Nutrients Only),5,44,0,1,0,0,NULL,NULL,P,2013,NULL
doane.us,doane,Experimental (Nutrients Only),5,50,0,0,0,0,NULL,NULL,Control,2013,NULL
doane.us,doane,Experimental (Nutrients Only),5,53,1,1,1,0,NULL,NULL,NPK,2013,NULL
doane.us,doane,Experimental (Nutrients Only),5,56,1,1,1,0,NULL,NULL,NPK,2013,NULL
doane.us,doane,Experimental (Nutrients Only),5,58,1,0,1,0,NULL,NULL,NK,2013,NULL
doane.us,doane,Experimental (Nutrients Only),6,45,0,1,1,0,NULL,NULL,PK,2013,NULL
doane.us,doane,Experimental (Nutrients Only),6,46,1,0,0,0,NULL,NULL,N,2013,NULL
doane.us,doane,Experimental (Nutrients Only),6,47,0,1,0,0,NULL,NULL,P,2013,NULL
doane.us,doane,Experimental (Nutrients Only),6,48,0,0,0,0,NULL,NULL,Control,2013,NULL
doane.us,doane,Experimental (Nutrients Only),6,49,1,1,0,0,NULL,NULL,NP,2013,NULL
doane.us,doane,Experimental (Nutrients Only),6,52,0,0,0,0,NULL,NULL,Control,2013,NULL
doane.us,doane,Experimental (Nutrients Only),6,54,1,1,1,0,NULL,NULL,NPK,2013,NULL
doane.us,doane,Experimental (Nutrients Only),6,55,0,0,1,0,NULL,NULL,K,2013,NULL
doane.us,doane,Experimental (Nutrients Only),6,59,1,1,1,0,NULL,NULL,NPK,2013,NULL
doane.us,doane,Experimental (Nutrients Only),6,60,1,0,1,0,NULL,NULL,NK,2013,NULL
elkh.us,elkh,Observational,1,1,0,0,0,0,NULL,NULL,Control,NULL,NULL
elkh.us,elkh,Observational,1,2,0,0,0,0,NULL,NULL,Control,NULL,NULL
elkh.us,elkh,Observational,1,3,0,0,0,0,NULL,NULL,Control,NULL,NULL
elliot.us,elliot,Experimental (Full Factorial),1,1,0,1,0,0,NULL,NULL,P,2009,2009
elliot.us,elliot,Experimental (Full Factorial),1,2,0,1,1,0,NULL,NULL,PK,2009,2009
elliot.us,elliot,Experimental (Full Factorial),1,3,1,0,0,0,NULL,NULL,N,2009,2009
elliot.us,elliot,Experimental (Full Factorial),1,4,1,1,1,1,NULL,NULL,NPK+Fence,2009,2009
elliot.us,elliot,Experimental (Full Factorial),1,5,1,0,1,0,NULL,NULL,NK,2009,2009
elliot.us,elliot,Experimental (Full Factorial),1,6,0,0,0,0,NULL,NULL,Control,2009,2009
elliot.us,elliot,Experimental (Full Factorial),1,7,0,0,0,1,NULL,NULL,Fence,2009,2009
elliot.us,elliot,Experimental (Full Factorial),1,8,1,1,0,0,NULL,NULL,NP,2009,2009
elliot.us,elliot,Experimental (Full Factorial),1,9,1,1,1,0,NULL,NULL,NPK,2009,2009
elliot.us,elliot,Experimental (Full Factorial),1,10,0,0,1,0,NULL,NULL,K,2009,2009
elliot.us,elliot,Experimental (Full Factorial),2,11,1,1,0,0,NULL,NULL,NP,2009,2009
elliot.us,elliot,Experimental (Full Factorial),2,12,1,0,0,0,NULL,NULL,N,2009,2009
elliot.us,elliot,Experimental (Full Factorial),2,13,0,0,0,1,NULL,NULL,Fence,2009,2009
elliot.us,elliot,Experimental (Full Factorial),2,14,1,0,1,0,NULL,NULL,NK,2009,2009
elliot.us,elliot,Experimental (Full Factorial),2,15,1,1,1,1,NULL,NULL,NPK+Fence,2009,2009
elliot.us,elliot,Experimental (Full Factorial),2,16,0,0,0,0,NULL,NULL,Control,2009,2009
elliot.us,elliot,Experimental (Full Factorial),2,17,0,1,0,0,NULL,NULL,P,2009,2009
elliot.us,elliot,Experimental (Full Factorial),2,18,1,1,1,0,NULL,NULL,NPK,2009,2009
elliot.us,elliot,Experimental (Full Factorial),2,19,0,1,1,0,NULL,NULL,PK,2009,2009
elliot.us,elliot,Experimental (Full Factorial),2,20,0,0,1,0,NULL,NULL,K,2009,2009
elliot.us,elliot,Experimental (Full Factorial),3,21,0,0,0,1,NULL,NULL,Fence,2009,2009
elliot.us,elliot,Experimental (Full Factorial),3,22,0,0,1,0,NULL,NULL,K,2009,2009
elliot.us,elliot,Experimental (Full Factorial),3,23,0,1,0,0,NULL,NULL,P,2009,2009
elliot.us,elliot,Experimental (Full Factorial),3,24,1,0,0,0,NULL,NULL,N,2009,2009
elliot.us,elliot,Experimental (Full Factorial),3,25,0,1,1,0,NULL,NULL,PK,2009,2009
elliot.us,elliot,Experimental (Full Factorial),3,26,1,0,1,0,NULL,NULL,NK,2009,2009
elliot.us,elliot,Experimental (Full Factorial),3,27,1,1,0,0,NULL,NULL,NP,2009,2009
elliot.us,elliot,Experimental (Full Factorial),3,28,1,1,1,0,NULL,NULL,NPK,2009,2009
elliot.us,elliot,Experimental (Full Factorial),3,29,0,0,0,0,NULL,NULL,Control,2009,2009
elliot.us,elliot,Experimental (Full Factorial),3,30,1,1,1,1,NULL,NULL,NPK+Fence,2009,2009
elva.ee,elva,Observational,1,1,0,0,0,0,NULL,NULL,Control,NULL,NULL
elva.ee,elva,Observational,1,2,0,0,0,0,NULL,NULL,Control,NULL,NULL
elva.ee,elva,Observational,1,3,0,0,0,0,NULL,NULL,Control,NULL,NULL
elva.ee,elva,Observational,1,4,0,0,0,0,NULL,NULL,Control,NULL,NULL
elva.ee,elva,Observational,1,5,0,0,0,0,NULL,NULL,Control,NULL,NULL
elva.ee,elva,Observational,1,6,0,0,0,0,NULL,NULL,Control,NULL,NULL
elva.ee,elva,Observational,1,7,0,0,0,0,NULL,NULL,Control,NULL,NULL
elva.ee,elva,Observational,1,8,0,0,0,0,NULL,NULL,Control,NULL,NULL
elva.ee,elva,Observational,1,9,0,0,0,0,NULL,NULL,Control,NULL,NULL
elva.ee,elva,Observational,1,10,0,0,0,0,NULL,NULL,Control,NULL,NULL
ethamc.au,ethamc,Experimental (Full Factorial),1,1,1,1,1,0,NULL,NULL,NPK,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),1,2,1,1,0,0,NULL,NULL,NP,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),1,3,0,0,0,1,NULL,NULL,Fence,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),1,4,0,0,0,0,NULL,NULL,Control,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),1,5,0,0,1,0,NULL,NULL,K,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),1,6,1,1,1,1,NULL,NULL,NPK+Fence,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),1,7,0,1,0,0,NULL,NULL,P,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),1,8,1,0,1,0,NULL,NULL,NK,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),1,9,1,0,0,0,NULL,NULL,N,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),1,10,0,1,1,0,NULL,NULL,PK,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),2,11,1,1,1,1,NULL,NULL,NPK+Fence,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),2,12,0,1,0,0,NULL,NULL,P,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),2,13,0,0,0,1,NULL,NULL,Fence,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),2,14,1,1,0,0,NULL,NULL,NP,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),2,15,0,0,1,0,NULL,NULL,K,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),2,16,0,0,0,0,NULL,NULL,Control,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),2,17,0,1,1,0,NULL,NULL,PK,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),2,18,1,0,1,0,NULL,NULL,NK,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),2,19,1,1,1,0,NULL,NULL,NPK,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),2,20,1,0,0,0,NULL,NULL,N,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),3,21,0,0,0,0,NULL,NULL,Control,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),3,22,1,0,1,0,NULL,NULL,NK,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),3,23,1,1,1,1,NULL,NULL,NPK+Fence,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),3,24,0,1,1,0,NULL,NULL,PK,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),3,25,1,0,0,0,NULL,NULL,N,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),3,26,1,1,1,0,NULL,NULL,NPK,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),3,27,0,1,0,0,NULL,NULL,P,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),3,28,1,1,0,0,NULL,NULL,NP,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),3,29,0,0,0,1,NULL,NULL,Fence,2014,2014
ethamc.au,ethamc,Experimental (Full Factorial),3,30,0,0,1,0,NULL,NULL,K,2014,2014
ethass.au,ethass,Experimental (Full Factorial),1,1,1,1,1,0,NULL,NULL,NPK,2014,2014
ethass.au,ethass,Experimental (Full Factorial),1,2,1,0,1,0,NULL,NULL,NK,2014,2014
ethass.au,ethass,Experimental (Full Factorial),1,3,0,0,1,0,NULL,NULL,K,2014,2014
ethass.au,ethass,Experimental (Full Factorial),1,4,1,1,0,0,NULL,NULL,NP,2014,2014
ethass.au,ethass,Experimental (Full Factorial),1,5,1,0,0,0,NULL,NULL,N,2014,2014
ethass.au,ethass,Experimental (Full Factorial),1,6,0,0,0,1,NULL,NULL,Fence,2014,2014
ethass.au,ethass,Experimental (Full Factorial),1,7,1,1,1,1,NULL,NULL,NPK+Fence,2014,2014
ethass.au,ethass,Experimental (Full Factorial),1,8,0,1,0,0,NULL,NULL,P,2014,2014
ethass.au,ethass,Experimental (Full Factorial),1,9,0,0,0,0,NULL,NULL,Control,2014,2014
ethass.au,ethass,Experimental (Full Factorial),1,10,0,1,1,0,NULL,NULL,PK,2014,2014
ethass.au,ethass,Experimental (Full Factorial),2,11,0,1,0,0,NULL,NULL,P,2014,2014
ethass.au,ethass,Experimental (Full Factorial),2,12,1,1,1,1,NULL,NULL,NPK+Fence,2014,2014
ethass.au,ethass,Experimental (Full Factorial),2,13,1,0,0,0,NULL,NULL,N,2014,2014
ethass.au,ethass,Experimental (Full Factorial),2,14,1,1,1,0,NULL,NULL,NPK,2014,2014
ethass.au,ethass,Experimental (Full Factorial),2,15,0,0,0,1,NULL,NULL,Fence,2014,2014
ethass.au,ethass,Experimental (Full Factorial),2,16,0,0,1,0,NULL,NULL,K,2014,2014
ethass.au,ethass,Experimental (Full Factorial),2,17,1,0,1,0,NULL,NULL,NK,2014,2014
ethass.au,ethass,Experimental (Full Factorial),2,18,0,0,0,0,NULL,NULL,Control,2014,2014
ethass.au,ethass,Experimental (Full Factorial),2,19,0,1,1,0,NULL,NULL,PK,2014,2014
ethass.au,ethass,Experimental (Full Factorial),2,20,1,1,0,0,NULL,NULL,NP,2014,2014
ethass.au,ethass,Experimental (Full Factorial),3,21,1,0,1,0,NULL,NULL,NK,2014,2014
ethass.au,ethass,Experimental (Full Factorial),3,22,1,1,1,0,NULL,NULL,NPK,2014,2014
ethass.au,ethass,Experimental (Full Factorial),3,23,0,0,0,0,NULL,NULL,Control,2014,2014
ethass.au,ethass,Experimental (Full Factorial),3,24,1,1,1,1,NULL,NULL,NPK+Fence,2014,2014
ethass.au,ethass,Experimental (Full Factorial),3,25,0,1,0,0,NULL,NULL,P,2014,2014
ethass.au,ethass,Experimental (Full Factorial),3,26,1,1,0,0,NULL,NULL,NP,2014,2014
ethass.au,ethass,Experimental (Full Factorial),3,27,0,0,1,0,NULL,NULL,K,2014,2014
ethass.au,ethass,Experimental (Full Factorial),3,28,1,0,0,0,NULL,NULL,N,2014,2014
ethass.au,ethass,Experimental (Full Factorial),3,29,0,1,1,0,NULL,NULL,PK,2014,2014
ethass.au,ethass,Experimental (Full Factorial),3,30,0,0,0,1,NULL,NULL,Fence,2014,2014
fnly.us,fnly,Observational,1,4,0,0,0,0,NULL,NULL,Control,NULL,NULL
fnly.us,fnly,Observational,1,5,0,0,0,0,NULL,NULL,Control,NULL,NULL
fnly.us,fnly,Observational,1,9,0,0,0,0,NULL,NULL,Control,NULL,NULL
fnly.us,fnly,Observational,1,10,0,0,0,0,NULL,NULL,Control,NULL,NULL
fnly.us,fnly,Observational,2,11,0,0,0,0,NULL,NULL,Control,NULL,NULL
fnly.us,fnly,Observational,2,14,0,0,0,0,NULL,NULL,Control,NULL,NULL
fnly.us,fnly,Observational,2,15,0,0,0,0,NULL,NULL,Control,NULL,NULL
fnly.us,fnly,Observational,2,16,0,0,0,0,NULL,NULL,Control,NULL,NULL
fnly.us,fnly,Observational,2,17,0,0,0,0,NULL,NULL,Control,NULL,NULL
fnly.us,fnly,Observational,2,18,0,0,0,0,NULL,NULL,Control,NULL,NULL
fnly.us,fnly,Observational,2,19,0,0,0,0,NULL,NULL,Control,NULL,NULL
fnly.us,fnly,Observational,2,20,0,0,0,0,NULL,NULL,Control,NULL,NULL
fnly.us,fnly,Observational,3,23,0,0,0,0,NULL,NULL,Control,NULL,NULL
fnly.us,fnly,Observational,3,24,0,0,0,0,NULL,NULL,Control,NULL,NULL
fnly.us,fnly,Observational,3,25,0,0,0,0,NULL,NULL,Control,NULL,NULL
fnly.us,fnly,Observational,3,29,0,0,0,0,NULL,NULL,Control,NULL,NULL
fnly.us,fnly,Observational,3,30,0,0,0,0,NULL,NULL,Control,NULL,NULL
fnly.us,fnly,Observational,3,31,0,0,0,0,NULL,NULL,Control,NULL,NULL
fnly.us,fnly,Observational,3,32,0,0,0,0,NULL,NULL,Control,NULL,NULL
frue.ch,frue,Experimental (Full Factorial),1,1,1,0,0,0,NULL,NULL,N,2009,2009
frue.ch,frue,Experimental (Full Factorial),1,2,1,0,1,0,NULL,NULL,NK,2009,2009
frue.ch,frue,Experimental (Full Factorial),1,3,0,1,1,0,NULL,NULL,PK,2009,2009
frue.ch,frue,Experimental (Full Factorial),1,4,1,1,0,0,NULL,NULL,NP,2009,2009
frue.ch,frue,Experimental (Full Factorial),1,5,1,1,1,1,NULL,NULL,NPK+Fence,2009,2009
frue.ch,frue,Experimental (Full Factorial),1,6,0,1,0,0,NULL,NULL,P,2009,2009
frue.ch,frue,Experimental (Full Factorial),1,7,0,0,1,0,NULL,NULL,K,2009,2009
frue.ch,frue,Experimental (Full Factorial),1,8,1,1,1,0,NULL,NULL,NPK,2009,2009
frue.ch,frue,Experimental (Full Factorial),1,9,0,0,0,1,NULL,NULL,Fence,2009,2009
frue.ch,frue,Experimental (Full Factorial),1,10,0,0,0,0,NULL,NULL,Control,2009,2009
frue.ch,frue,Experimental (Full Factorial),2,11,1,0,0,0,NULL,NULL,N,2009,2009
frue.ch,frue,Experimental (Full Factorial),2,12,1,1,1,0,NULL,NULL,NPK,2009,2009
frue.ch,frue,Experimental (Full Factorial),2,13,0,0,1,0,NULL,NULL,K,2009,2009
frue.ch,frue,Experimental (Full Factorial),2,14,0,1,0,0,NULL,NULL,P,2009,2009
frue.ch,frue,Experimental (Full Factorial),2,15,1,1,0,0,NULL,NULL,NP,2009,2009
frue.ch,frue,Experimental (Full Factorial),2,16,0,0,0,1,NULL,NULL,Fence,2009,2009
frue.ch,frue,Experimental (Full Factorial),2,17,0,0,0,0,NULL,NULL,Control,2009,2009
frue.ch,frue,Experimental (Full Factorial),2,18,1,0,1,0,NULL,NULL,NK,2009,2009
frue.ch,frue,Experimental (Full Factorial),2,19,0,1,1,0,NULL,NULL,PK,2009,2009
frue.ch,frue,Experimental (Full Factorial),2,20,1,1,1,1,NULL,NULL,NPK+Fence,2009,2009
frue.ch,frue,Experimental (Full Factorial),3,21,1,0,1,0,NULL,NULL,NK,2009,2009
frue.ch,frue,Experimental (Full Factorial),3,22,0,0,0,1,NULL,NULL,Fence,2009,2009
frue.ch,frue,Experimental (Full Factorial),3,23,0,0,1,0,NULL,NULL,K,2009,2009
frue.ch,frue,Experimental (Full Factorial),3,24,0,1,1,0,NULL,NULL,PK,2009,2009
frue.ch,frue,Experimental (Full Factorial),3,25,1,1,1,0,NULL,NULL,NPK,2009,2009
frue.ch,frue,Experimental (Full Factorial),3,26,1,0,0,0,NULL,NULL,N,2009,2009
frue.ch,frue,Experimental (Full Factorial),3,27,0,0,0,0,NULL,NULL,Control,2009,2009
frue.ch,frue,Experimental (Full Factorial),3,28,0,1,0,0,NULL,NULL,P,2009,2009
frue.ch,frue,Experimental (Full Factorial),3,29,1,1,0,0,NULL,NULL,NP,2009,2009
frue.ch,frue,Experimental (Full Factorial),3,30,1,1,1,1,NULL,NULL,NPK+Fence,2009,2009
gall.it,gall,Observational,1,1,NULL,NULL,NULL,NULL,Mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,1,2,NULL,NULL,NULL,NULL,Mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,1,3,NULL,NULL,NULL,NULL,Mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,1,4,NULL,NULL,NULL,NULL,Mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,1,5,NULL,NULL,NULL,NULL,Mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,1,6,NULL,NULL,NULL,NULL,Mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,1,7,NULL,NULL,NULL,NULL,Mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,1,8,NULL,NULL,NULL,NULL,Mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,2,9,NULL,NULL,NULL,NULL,Mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,2,10,NULL,NULL,NULL,NULL,Mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,2,11,NULL,NULL,NULL,NULL,Mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,2,12,NULL,NULL,NULL,NULL,Mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,2,13,NULL,NULL,NULL,NULL,Mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,2,14,NULL,NULL,NULL,NULL,Mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,2,15,NULL,NULL,NULL,NULL,Mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,2,16,NULL,NULL,NULL,NULL,Mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,3,17,NULL,NULL,NULL,NULL,Not mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,3,18,NULL,NULL,NULL,NULL,Not mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,3,19,NULL,NULL,NULL,NULL,Not mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,3,20,NULL,NULL,NULL,NULL,Not mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,3,21,NULL,NULL,NULL,NULL,Not mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,3,22,NULL,NULL,NULL,NULL,Not mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,3,23,NULL,NULL,NULL,NULL,Not mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,3,24,NULL,NULL,NULL,NULL,Not mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,4,25,NULL,NULL,NULL,NULL,Not mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,4,26,NULL,NULL,NULL,NULL,Not mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,4,27,NULL,NULL,NULL,NULL,Not mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,4,28,NULL,NULL,NULL,NULL,Not mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,4,29,NULL,NULL,NULL,NULL,Not mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,4,30,NULL,NULL,NULL,NULL,Not mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,4,31,NULL,NULL,NULL,NULL,Not mowed,CONTROL,NA,NULL,NULL
gall.it,gall,Observational,4,32,NULL,NULL,NULL,NULL,Not mowed,CONTROL,NA,NULL,NULL
gilb.za,gilb,Experimental (Full Factorial),1,1,1,1,1,0,NULL,NULL,NPK,2011,2011
gilb.za,gilb,Experimental (Full Factorial),1,2,1,1,0,0,NULL,NULL,NP,2011,2011
gilb.za,gilb,Experimental (Full Factorial),1,3,1,0,0,0,NULL,NULL,N,2011,2011
gilb.za,gilb,Experimental (Full Factorial),1,4,1,1,1,1,NULL,NULL,NPK+Fence,2011,2011
gilb.za,gilb,Experimental (Full Factorial),1,5,0,1,1,0,NULL,NULL,PK,2011,2011
gilb.za,gilb,Experimental (Full Factorial),1,6,0,0,0,0,NULL,NULL,Control,2011,2011
gilb.za,gilb,Experimental (Full Factorial),1,7,1,0,1,0,NULL,NULL,NK,2011,2011
gilb.za,gilb,Experimental (Full Factorial),1,8,0,0,0,1,NULL,NULL,Fence,2011,2011
gilb.za,gilb,Experimental (Full Factorial),1,9,0,0,1,0,NULL,NULL,K,2011,2011
gilb.za,gilb,Experimental (Full Factorial),1,10,0,1,0,0,NULL,NULL,P,2011,2011
gilb.za,gilb,Experimental (Full Factorial),2,11,1,1,1,0,NULL,NULL,NPK,2011,2011
gilb.za,gilb,Experimental (Full Factorial),2,12,0,0,1,0,NULL,NULL,K,2011,2011
gilb.za,gilb,Experimental (Full Factorial),2,13,1,1,0,0,NULL,NULL,NP,2011,2011
gilb.za,gilb,Experimental (Full Factorial),2,14,0,0,0,0,NULL,NULL,Control,2011,2011
