"","sampleID","Kartez","family","genus_new","species_new","genus_old","species_old","Native","PhotoPath","LifeHistory","FunctionalGroup","site","lf_sum_area","lf_n_pieces","lf_whole_ind","lf_wet_mass","lf_dry_mass","sla","ldmc","lf_petiole_ind","lf_iso_mass","lf_iso_d15N","lf_iso_d13C","lf_iso_pN","lf_iso_pC","taxon","mean.c.percent_taxon","mean.n.value_taxon"
"126","176","CHSES","Euphorbiaceae","Euphorbia","serpyllifolia","Euphorbia","serpyllifolia","y","C4","a","f","core_blue",1.91096392,10,TRUE,0.0328,0.0098,194.9963184,0.298780488,TRUE,3.29,1.468757143,-14.34771429,1.581395225,47.45816059,"Euphorbia serpyllifolia",47.2935801966667,1.60560008733333
"127","177","CHSE7","Euphorbiaceae","Euphorbia","serrula","Euphorbia","serrula","y","C4","a","f","core_blue",2.41870484,10,TRUE,0.044,0.0131,184.6339573,0.297727273,TRUE,3.089,0.720757143,-14.40671429,1.195920794,46.46823694,"Euphorbia serrula",45.2684813166667,1.57383208866667
"128","178","CHSE7","Euphorbiaceae","Euphorbia","serrula","Euphorbia","serrula","y","C4","a","f","core_blue",2.57225292,10,TRUE,0.0465,0.0134,191.9591731,0.288172043,TRUE,3.077,0.57815,-14.4165,1.54001658,44.66396027,"Euphorbia serrula",45.2684813166667,1.57383208866667
"129","292","CHSE7","Euphorbiaceae","Euphorbia","serrula","Euphorbia","serrula","y","C4","a","f","core_black",2.46515636,7,TRUE,0.0512,0.0155,159.0423458,0.302734375,FALSE,3.253,2.89015,-14.7885,1.985558892,44.67324674,"Euphorbia serrula",45.2684813166667,1.57383208866667
"130","112","EVNU","Convolvulaceae","Evolvulus","nuttallianus","Evolvulus","nuttallianus","y","C3","p","f","core_blue",1.6064484,5,TRUE,0.0389,0.0143,112.339049,0.367609254,FALSE,3.178,1.416,-26.98942857,1.84216007,44.78890538,"Evolvulus nuttallianus",45.0514548166667,2.080388597
"131","113","EVNU","Convolvulaceae","Evolvulus","nuttallianus","Evolvulus","nuttallianus","y","C3","p","f","core_blue",2.06644748,5,TRUE,0.0667,0.0186,111.0993269,0.27886057,FALSE,3.26,2.183,-28.61142857,2.509741075,45.69474515,"Evolvulus nuttallianus",45.0514548166667,2.080388597
"132","115","EVNU","Convolvulaceae","Evolvulus","nuttallianus","Evolvulus","nuttallianus","y","C3","p","f","core_blue",2.45289832,5,TRUE,0.0641,0.0188,130.4733149,0.293291732,FALSE,3.094,2.008,-26.99542857,1.889264646,44.67071392,"Evolvulus nuttallianus",45.0514548166667,2.080388597
"133","236","GACO5","Onagraceae","Gaura","coccinea","Gaura","coccinea","y","C3","p","f","core_blue",6.04708468,6,TRUE,0.1642,0.038,159.1338074,0.231425091,FALSE,3.121,3.323,-27.04342857,2.566892758,47.48915229,"Gaura coccinea",48.9177238866667,2.53359330633333
"134","237","GACO5","Onagraceae","Gaura","coccinea","Gaura","coccinea","y","C3","p","f","core_blue",6.58256748,5,TRUE,0.1871,0.0445,147.9228647,0.237840727,FALSE,3.269,4.274,-28.61842857,2.52745201,47.90806613,"Gaura coccinea",48.9177238866667,2.53359330633333
"135","262","GACO5","Onagraceae","Gaura","coccinea","Gaura","coccinea","y","C3","p","f","core_blue",2.39160812,10,TRUE,0.0592,0.0169,141.5152734,0.285472973,FALSE,3.23,2.968,-28.02542857,2.506435151,51.35595324,"Gaura coccinea",48.9177238866667,2.53359330633333
"136","716","GASUN","Onagraceae","Gaura","suffulta","Gaura","suffulta","y","C3","a","f","core_black",6.9322442,5,TRUE,0.1903,0.0404,171.590203,0.212296374,FALSE,3.188,5.180444444,-27.70355556,2.027103817,45.64199033,"Gaura suffulta",44.1123395766667,1.78734735133333
"137","717","GASUN","Onagraceae","Gaura","suffulta","Gaura","suffulta","y","C3","a","f","core_black",11.64320252,6,TRUE,0.2955,0.0573,203.1972517,0.193908629,FALSE,3.214,4.293444444,-28.63955556,0.872199248,40.85738654,"Gaura suffulta",44.1123395766667,1.78734735133333
"138","718","GASUN","Onagraceae","Gaura","suffulta","Gaura","suffulta","y","C3","a","f","core_black",8.2935318,5,TRUE,0.2146,0.0434,191.0952028,0.202236719,FALSE,3.018,5.839444444,-27.09555556,2.462738989,45.83764186,"Gaura suffulta",44.1123395766667,1.78734735133333
"139","90","GLBI2","Verbenaceae","Glandularia","bipinnatifida","Glandularia","bipinnatifida","y","C3","p","f","core_PJ",9.35998128,5,TRUE,0.208,0.0448,208.9281536,0.215384615,FALSE,3.265,-3.548,-29.50742857,1.762200903,45.11272975,"Glandularia bipinnatifida",45.00213891,2.10328958766667
"140","93","GLBI2","Verbenaceae","Glandularia","bipinnatifida","Glandularia","bipinnatifida","y","C3","p","f","core_PJ",7.95740344,5,TRUE,0.2253,0.0417,190.8250225,0.185086551,FALSE,3.181,0.56,-28.00642857,2.655816601,45.14492469,"Glandularia bipinnatifida",45.00213891,2.10328958766667
"141","94","GLBI2","Verbenaceae","Glandularia","bipinnatifida","Glandularia","bipinnatifida","y","C3","p","f","core_PJ",7.0580504,5,TRUE,0.1718,0.0374,188.7179251,0.217694994,FALSE,3.228,-1.086,-29.27342857,1.891851259,44.74876229,"Glandularia bipinnatifida",45.00213891,2.10328958766667
"142","449","GUSA2","Asteraceae","Gutierrezia","sarothrae","Gutierrezia","sarothrae","y","C3","p","s","core_blue",1.06322368,10,TRUE,0.0348,0.0131,81.16211298,0.376436782,FALSE,3.18,4.26,-27.38342857,2.189164286,54.19433723,"Gutierrezia sarothrae",53.7883816166667,2.22002617033333
"143","450","GUSA2","Asteraceae","Gutierrezia","sarothrae","Gutierrezia","sarothrae","y","C3","p","s","core_blue",2.23806004,10,TRUE,0.0719,0.0245,91.34938939,0.340751043,FALSE,3.205,2.498,-26.71642857,1.855363715,55.40614601,"Gutierrezia sarothrae",53.7883816166667,2.22002617033333
"144","451","GUSA2","Asteraceae","Gutierrezia","sarothrae","Gutierrezia","sarothrae","y","C3","p","s","core_blue",0.94064328,15,TRUE,0.0213,0.007,134.3776114,0.328638498,FALSE,1.685,3.127,-27.44242857,2.61555051,51.76466161,"Gutierrezia sarothrae",53.7883816166667,2.22002617033333
"145","403","HENA","Lamiaceae","Hedeoma","nana","Hedeoma","nana","y","C3","p","f","core_PJ",3.35354168,10,TRUE,0.0657,0.0177,189.4656316,0.269406393,FALSE,3.052,0.677,-31.09142857,1.269971179,49.97702359,"Hedeoma nana",50.2374889333333,1.567977618
"146","404","HENA","Lamiaceae","Hedeoma","nana","Hedeoma","nana","y","C3","p","f","core_PJ",3.46579952,10,TRUE,0.0787,0.0249,139.1887357,0.31639136,FALSE,3.074,-0.352,-29.00842857,1.563276502,51.56053983,"Hedeoma nana",50.2374889333333,1.567977618
"147","405","HENA","Lamiaceae","Hedeoma","nana","Hedeoma","nana","y","C3","p","f","core_PJ",3.48579948,10,TRUE,0.06,0.0143,243.7622014,0.238333333,FALSE,3.233,-0.389,-31.84142857,1.870685173,49.17490338,"Hedeoma nana",50.2374889333333,1.567977618
"148","249","PLJA","Poaceae","Hilaria","jamesii","Hilaria","jamesii","y","C4","p","g","core_blue",27.48317084,15,FALSE,0.5601,0.2394,114.8002124,0.427423674,FALSE,3.144,0.805333333,-14.65166667,0.767910806,44.30081145,"Hilaria jamesii",45.33555248,1.23273605333333
"149","250","PLJA","Poaceae","Hilaria","jamesii","Hilaria","jamesii","y","C4","p","g","core_blue",19.08189732,12,FALSE,0.3837,0.1475,129.3687954,0.384414907,FALSE,3.165,2.011933333,-14.24866667,1.354954539,46.20037599,"Hilaria jamesii",45.33555248,1.23273605333333
"150","251","PLJA","Poaceae","Hilaria","jamesii","Hilaria","jamesii","y","C4","p","g","core_blue",16.25674168,9,FALSE,0.3115,0.1254,129.6390884,0.402568218,FALSE,3.285,1.751533333,-14.17266667,1.575342815,45.50547,"Hilaria jamesii",45.33555248,1.23273605333333
"151","270","HODR","Fabaceae","Hoffmannseggia","drepanocarpa","Hoffmannseggia","drepanocarpa","y","C3","p","f","core_black",1.1161268,15,TRUE,0.0217,0.0072,155.0176111,0.331797235,FALSE,2.143,0.3110375,-28.197375,2.271887251,45.6107476,"Hoffmannseggia drepanocarpa",46.75897431,2.01649228633333
"152","271","HODR","Fabaceae","Hoffmannseggia","drepanocarpa","Hoffmannseggia","drepanocarpa","y","C3","p","f","core_black",1.19806212,20,TRUE,0.0219,0.0073,164.1180986,0.333333333,FALSE,3.051,1.0780375,-28.195375,2.159981025,47.76255074,"Hoffmannseggia drepanocarpa",46.75897431,2.01649228633333
"153","272","HODR","Fabaceae","Hoffmannseggia","drepanocarpa","Hoffmannseggia","drepanocarpa","y","C3","p","f","core_black",2.07935068,20,TRUE,0.0517,0.0156,133.2917103,0.301740812,FALSE,3.141,2.545,-27.87442857,1.617608583,46.90362459,"Hoffmannseggia drepanocarpa",46.75897431,2.01649228633333
"154","207","HYFIC","Asteraceae","Hymenopappus","filifolius","Hymenopappus","filifolius","y","C3","p","f","core_blue",3.02644556,6,TRUE,0.0895,0.0127,238.3028,0.141899441,FALSE,3.058,-0.2539625,-29.075375,1.302921438,47.24277218,"Hymenopappus filifolius",47.60535372,1.57097546566667
"155","240","HYFIC","Asteraceae","Hymenopappus","filifolius","Hymenopappus","filifolius","y","C3","p","f","core_blue",19.99479872,5,TRUE,0.8596,0.1433,139.5310448,0.166705444,FALSE,3.218,0.7170375,-28.661375,1.000825642,47.7173568,"Hymenopappus filifolius",47.60535372,1.57097546566667
"156","289","HYFIC","Asteraceae","Hymenopappus","filifolius","Hymenopappus","filifolius","y","C3","p","f","core_blue",4.87676444,5,TRUE,0.1918,0.0269,181.2923584,0.140250261,FALSE,3.289,3.3320375,-29.952375,2.409179317,47.85593218,"Hymenopappus filifolius",47.60535372,1.57097546566667
"157","319","IPCO2","Convolvulaceae","Ipomoea","costellata","Ipomoea","costellata","y","C3","a","f","core_blue",7.48127536,5,TRUE,0.2054,0.0305,245.2877167,0.14849075,FALSE,3.278,3.0594375,-27.416375,3.34746996,48.00287803,"Ipomoea costellata",47.47037527,2.95263394833333
"158","321","IPCO2","Convolvulaceae","Ipomoea","costellata","Ipomoea","costellata","y","C3","a","f","core_blue",9.45094884,5,TRUE,0.2585,0.031,304.8693174,0.119922631,FALSE,3.24,3.2820375,-26.840375,4.018678558,47.64355768,"Ipomoea costellata",47.47037527,2.95263394833333
"159","322","IPCO2","Convolvulaceae","Ipomoea","costellata","Ipomoea","costellata","y","C3","a","f","core_blue",7.86256492,5,TRUE,0.2165,0.0384,204.7542948,0.177367206,FALSE,3.277,-0.0629625,-27.869375,1.491753327,46.7646901,"Ipomoea costellata",47.47037527,2.95263394833333
"160","706","IPPU4","Polemoniaceae","Ipomopsis","pumila","Ipomopsis","pumila","y","C3","a","f","core_black",2.032254,7,TRUE,0.1015,0.0157,129.4429299,0.154679803,FALSE,3.178,3.079444444,-28.09855556,1.88580004,43.52208807,"Ipomopsis pumila",43.9418878533333,2.17542632266667
"161","708","IPPU4","Polemoniaceae","Ipomopsis","pumila","Ipomopsis","pumila","y","C3","a","f","core_black",1.89225428,6,TRUE,0.0823,0.0125,151.3803424,0.151883354,FALSE,3.031,3.639444444,-27.46455556,2.144535272,43.14686562,"Ipomopsis pumila",43.9418878533333,2.17542632266667
"162","710","IPPU4","Polemoniaceae","Ipomopsis","pumila","Ipomopsis","pumila","y","C3","a","f","core_black",2.20257624,7,TRUE,0.0986,0.0146,150.8613863,0.148073022,FALSE,3.287,3.875444444,-27.68255556,2.495943656,45.15670987,"Ipomopsis pumila",43.9418878533333,2.17542632266667
"163","36","KAPA","Zygophyllaceae","Kallstroemia","parviflora","Kallstroemia","parviflora","y","C4","a","f","core_black",3.2290258,15,TRUE,0.0589,0.0156,206.9888333,0.264855688,FALSE,3.28,5.7790375,-15.617375,1.274172521,44.99949372,"Kallstroemia parviflora",44.6391077066667,1.69030445666667
"164","132","KAPA","Zygophyllaceae","Kallstroemia","parviflora","Kallstroemia","parviflora","y","C4","a","f","core_black",3.57870252,10,TRUE,0.0794,0.0207,172.8841797,0.26070529,FALSE,3.165,2.3620375,-16.297375,2.539814823,44.08024512,"Kallstroemia parviflora",44.6391077066667,1.69030445666667
"165","295","KAPA","Zygophyllaceae","Kallstroemia","parviflora","Kallstroemia","parviflora","y","C4","a","f","core_black",1.75870616,8,TRUE,0.0289,0.0056,314.0546714,0.193771626,FALSE,0.967,5.5560375,-15.384375,1.256926026,44.83758428,"Kallstroemia parviflora",44.6391077066667,1.69030445666667
"166","2020A_26","KRLA2","Chenopodiaceae","Krascheninnikovia","lanata","Krascheninnikovia","lanata","y","C3","p","s","core_creosote",3.419348,10,TRUE,0.1,0.038,89.98284211,0.38,FALSE,6.14,2.7,-26.6,3.1,45.1,"Krascheninnikovia lanata",44.45,3
"167","2020A_28","KRLA2","Chenopodiaceae","Krascheninnikovia","lanata","Krascheninnikovia","lanata","y","C3","p","s","core_creosote",4.129024,10,TRUE,0.141,0.047,87.85157447,0.333333333,FALSE,6.039,3.7,-28.8,2.9,43.8,"Krascheninnikovia lanata",44.45,3
"168","711","LAOCO","Boraginaceae","Lappula","occidentalis","Lappula","occidentalis","y","C3","a","f","core_black",3.18580008,6,TRUE,0.0883,0.0148,215.2567622,0.167610419,FALSE,3.145,5.064444444,-29.10855556,1.399069697,38.45605641,"Lappula occidentalis",39.69036506,2.09555657
"169","712","LAOCO","Boraginaceae","Lappula","occidentalis","Lappula","occidentalis","y","C3","a","f","core_black",4.84386128,7,TRUE,0.1208,0.0224,216.2438071,0.185430464,FALSE,3.307,6.916444444,-28.63255556,1.771729855,38.62356483,"Lappula occidentalis",39.69036506,2.09555657
"170","713","LAOCO","Boraginaceae","Lappula","occidentalis","Lappula","occidentalis","y","C3","a","f","core_black",2.10451192,6,TRUE,0.0497,0.0098,214.7461143,0.197183099,FALSE,3.258,5.598444444,-28.33655556,3.115870158,41.99147394,"Lappula occidentalis",39.69036506,2.09555657
"171","458","LATR2","Zygophyllaceae","Larrea","tridentata","Larrea","tridentata","y","C3","p","s","core_creosote",3.48773496,10,TRUE,0.0892,0.0326,106.985735,0.365470852,FALSE,3.253,4.8925375,-26.013375,2.936567295,49.80516443,"Larrea tridentata",49.15756155,2.899719864
"172","459","LATR2","Zygophyllaceae","Larrea","tridentata","Larrea","tridentata","y","C3","p","s","core_creosote",2.68322044,5,TRUE,0.0661,0.0253,106.0561439,0.382753404,FALSE,3.242,6.8862375,-27.351375,2.789157507,47.87657844,"Larrea tridentata",49.15756155,2.899719864
"173","462","LATR2","Zygophyllaceae","Larrea","tridentata","Larrea","tridentata","y","C3","p","s","core_creosote",2.67870432,5,TRUE,0.0738,0.0257,104.2297401,0.348238482,FALSE,3.013,6.6385375,-25.257375,2.97343479,49.79094178,"Larrea tridentata",49.15756155,2.899719864
"174","465","LIPU4","Linaceae","Linum","puberulum","Linum","puberulum","y","C3","a","f","core_black",0.97677224,5,TRUE,0.0455,0.0121,80.72497851,0.265934066,FALSE,3.087,-1.2039625,-26.314375,1.310639049,46.64230293,"Linum puberulum",46.24656605,1.41067503366667
"175","467","LIPU4","Linaceae","Linum","puberulum","Linum","puberulum","y","C3","a","f","core_black",1.18967504,5,TRUE,0.0474,0.0131,90.81488855,0.276371308,FALSE,3.205,-1.8539625,-27.504375,1.392124959,45.9562905,"Linum puberulum",46.24656605,1.41067503366667
"176","468","LIPU4","Linaceae","Linum","puberulum","Linum","puberulum","y","C3","a","f","core_black",1.28128776,5,TRUE,0.0587,0.0142,90.23153239,0.241908007,FALSE,3.167,-0.4189625,-26.667375,1.529261093,46.14110472,"Linum puberulum",46.24656605,1.41067503366667
"177","331","LYPH","Poaceae","Lycurus","phleoides","Lycurus","phleoides","y","C4","p","g","core_PJ",4.12644336,6,FALSE,0.058,0.0232,177.8639379,0.4,FALSE,3.087,-2.6719625,-16.275375,1.892660406,46.76696654,"Lycurus phleoides",45.5708972666667,1.856000985
"178","333","LYPH","Poaceae","Lycurus","phleoides","Lycurus","phleoides","y","C4","p","g","core_PJ",5.39934404,5,TRUE,0.0597,0.0215,251.1322809,0.360134003,FALSE,3.098,-3.0069625,-15.705375,2.049714602,47.39767085,"Lycurus phleoides",45.5708972666667,1.856000985
"179","334","LYPH","Poaceae","Lycurus","phleoides","Lycurus","phleoides","y","C4","p","g","core_PJ",4.36192676,5,TRUE,0.0459,0.0176,247.8367477,0.383442266,FALSE,3.108,-3.2789625,-15.804375,1.625627947,42.54805441,"Lycurus phleoides",45.5708972666667,1.856000985
"180","455","MAGR10","Asteraceae","Machaeranthera","gracilis","Machaeranthera","gracilis","y","C3","a","f","core_blue",1.677416,10,TRUE,0.0409,0.009,186.3795556,0.2200489,FALSE,3.113,4.3170375,-31.628375,1.424143456,43.19271411,"Machaeranthera gracilis",41.5493688033333,1.64574976466667
"181","456","MAGR10","Asteraceae","Machaeranthera","gracilis","Machaeranthera","gracilis","y","C3","a","f","core_blue",1.5516098,10,TRUE,0.0353,0.0082,189.2207073,0.232294618,FALSE,3.018,3.4060375,-29.816375,1.625687005,41.91251266,"Machaeranthera gracilis",41.5493688033333,1.64574976466667
"182","457","MAGR10","Asteraceae","Machaeranthera","gracilis","Machaeranthera","gracilis","y","C3","a","f","core_blue",1.82322216,10,TRUE,0.0451,0.0104,175.3098231,0.23059867,FALSE,3.201,4.0810375,-30.998375,1.887418833,39.54287964,"Machaeranthera gracilis",41.5493688033333,1.64574976466667
"183","105","MAPIP","Asteraceae","Machaeranthera","pinnatifida","Machaeranthera","pinnatifida","y","C3","p","f","core_creosote",1.3290296,10,TRUE,0.0306,0.0085,156.3564235,0.277777778,FALSE,3.137,1.8740375,-31.088375,2.315076553,44.77875113,"Machaeranthera pinnatifida",47.15976331,2.10708479233333
"184","106","MAPIP","Asteraceae","Machaeranthera","pinnatifida","Machaeranthera","pinnatifida","y","C3","p","f","core_creosote",0.7612888,10,TRUE,0.0183,0.0059,129.032,0.322404372,FALSE,1.682,2.2760375,-28.581375,2.245658228,47.19035384,"Machaeranthera pinnatifida",47.15976331,2.10708479233333
"185","193","MAPIP","Asteraceae","Machaeranthera","pinnatifida","Machaeranthera","pinnatifida","y","C3","p","f","core_creosote",0.83290156,10,TRUE,0.022,0.0069,120.710371,0.313636364,FALSE,3.199,1.1920375,-27.717375,1.760519596,49.51018496,"Machaeranthera pinnatifida",47.15976331,2.10708479233333
"186","108","MELE2","Asteraceae","Melampodium","leucanthum","Melampodium","leucanthum","y","C3","p","f","core_blue",4.338701,5,TRUE,0.1253,0.0243,178.5473663,0.193934557,FALSE,3.085,3.0200375,-30.241375,2.452338186,43.85053803,"Melampodium leucanthum",44.00120399,2.26069723766667
"187","110","MELE2","Asteraceae","Melampodium","leucanthum","Melampodium","leucanthum","y","C3","p","f","core_blue",6.11160068,5,TRUE,0.1751,0.0326,187.4724135,0.186179326,FALSE,3.15,4.3490375,-28.959375,2.437037581,44.70280874,"Melampodium leucanthum",44.00120399,2.26069723766667
"188","164","MELE2","Asteraceae","Melampodium","leucanthum","Melampodium","leucanthum","y","C3","p","f","core_blue",4.51353936,5,TRUE,0.1676,0.0226,199.714131,0.134844869,FALSE,3.225,2.4950375,-30.376375,1.892715946,43.4502652,"Melampodium leucanthum",44.00120399,2.26069723766667
"189","314","MESC","Oleaceae","Menodora","scabra","Menodora","scabra","y","C3","p","f","core_creosote",3.36709004,8,TRUE,0.0889,0.0241,139.7132797,0.271091114,FALSE,3.087,-0.2029625,-30.443375,1.832481971,48.24904487,"Menodora scabra",48.1244107,1.37418627066667
"190","315","MESC","Oleaceae","Menodora","scabra","Menodora","scabra","y","C3","p","f","core_creosote",2.999994,8,TRUE,0.0837,0.0244,122.9505738,0.291517324,FALSE,3.227,-0.6419625,-28.654375,1.134335437,49.35433386,"Menodora scabra",48.1244107,1.37418627066667
"191","317","MESC","Oleaceae","Menodora","scabra","Menodora","scabra","y","C3","p","f","core_creosote",4.6387004,8,TRUE,0.1078,0.0289,160.5086644,0.268089054,FALSE,3.001,0.2820375,-29.976375,1.155741404,46.76985337,"Menodora scabra",48.1244107,1.37418627066667
"192","163","MILI3","Nyctaginaceae","Mirabilis","linearis","Mirabilis","linearis","y","C3","p","f","core_blue",9.9290124,5,TRUE,0.6191,0.1061,93.58164373,0.171377806,FALSE,3.149,5.113528571,-29.17371429,5.948522614,44.9823282,"Mirabilis linearis",39.717157025,4.5485832635
"193","300","MILI3","Nyctaginaceae","Mirabilis","linearis","Mirabilis","linearis","y","C3","p","f","core_blue",14.92126048,5,TRUE,1.0634,0.1753,85.11842829,0.164848599,FALSE,3.181,6.8084375,-27.888375,3.148643913,34.45198585,"Mirabilis linearis",39.717157025,4.5485832635
"194","463","MUAR","Poaceae","Muhlenbergia","arenacea","Muhlenbergia","arenacea","y","C4","p","g","core_black",1.83354472,9,FALSE,0.0189,0.0075,244.4726293,0.396825397,FALSE,2.487,2.330528571,-14.79571429,2.047293928,44.50206189,"Muhlenbergia arenacea",43.689940305,2.3078465765
"195","464","MUAR","Poaceae","Muhlenbergia","arenacea","Muhlenbergia","arenacea","y","C4","p","g","core_black",2.38128556,10,TRUE,0.0269,0.0102,233.4593686,0.379182156,FALSE,3.197,1.133528571,-15.08171429,2.568399225,42.87781872,"Muhlenbergia arenacea",43.689940305,2.3078465765
"196","139","MUAR2","Poaceae","Muhlenbergia","arenicola","Muhlenbergia","arenicola","y","C4","p","g","core_creosote",2.07612488,6,TRUE,0.0451,0.0171,121.4108117,0.379157428,FALSE,3.218,-0.595471429,-16.26571429,1.757936918,45.81842601,"Muhlenbergia arenicola",46.47440008,1.852707907
"197","307","MUAR2","Poaceae","Muhlenbergia","arenicola","Muhlenbergia","arenicola","y","C4","p","g","core_creosote",2.26580192,5,TRUE,0.0436,0.0186,121.8173075,0.426605505,FALSE,3.155,0.119528571,-15.78471429,1.838258162,46.38964814,"Muhlenbergia arenicola",46.47440008,1.852707907
"198","308","MUAR2","Poaceae","Muhlenbergia","arenicola","Muhlenbergia","arenicola","y","C4","p","g","core_creosote",3.16838076,5,TRUE,0.0522,0.0218,145.338567,0.417624521,FALSE,3.18,-1.028471429,-15.34271429,1.961928641,47.21512609,"Muhlenbergia arenicola",46.47440008,1.852707907
"199","394","MUPA2","Poaceae","Muhlenbergia","pauciflora","Muhlenbergia","pauciflora","y","C4","p","g","core_PJ",4.75676468,11,FALSE,0.0475,0.0156,304.9208128,0.328421053,FALSE,3.174,-3.895471429,-15.09271429,1.541568273,46.96124185,"Muhlenbergia pauciflora",46.6347487333333,1.74096946566667
"200","395","MUPA2","Poaceae","Muhlenbergia","pauciflora","Muhlenbergia","pauciflora","y","C4","p","g","core_PJ",5.91740752,5,TRUE,0.0546,0.016,369.83797,0.293040293,FALSE,3.254,-4.115471429,-15.51671429,1.7853099,46.79264359,"Muhlenbergia pauciflora",46.6347487333333,1.74096946566667
"201","398","MUPA2","Poaceae","Muhlenbergia","pauciflora","Muhlenbergia","pauciflora","y","C4","p","g","core_PJ",4.90063536,10,FALSE,0.0446,0.0141,347.5627915,0.316143498,FALSE,3.158,-4.625471429,-15.82371429,1.896030224,46.15036076,"Muhlenbergia pauciflora",46.6347487333333,1.74096946566667
"202","218","MUPO2","Poaceae","Muhlenbergia","porteri","Muhlenbergia","porteri","y","C4","p","g","core_blue",2.97999404,5,TRUE,0.031,0.0088,338.6356864,0.283870968,FALSE,3.11,5.053528571,-15.51171429,2.099487874,47.6929552,"Muhlenbergia porteri",47.5527333233333,2.201799738
"203","259","MUPO2","Poaceae","Muhlenbergia","porteri","Muhlenbergia","porteri","y","C4","p","g","core_blue",2.23031812,7,TRUE,0.0195,0.0076,293.4629105,0.38974359,FALSE,3.214,2.845528571,-15.35971429,1.646845579,46.12181761,"Muhlenbergia porteri",47.5527333233333,2.201799738
"204","298","MUPO2","Poaceae","Muhlenbergia","porteri","Muhlenbergia","porteri","y","C4","p","g","core_blue",3.97225012,5,TRUE,0.0333,0.0105,378.3095352,0.315315315,FALSE,3.291,4.307428571,-15.45371429,2.859065761,48.84342716,"Muhlenbergia porteri",47.5527333233333,2.201799738
"205","343","MUTO2","Poaceae","Muhlenbergia","torreyi","Muhlenbergia","torreyi","y","C4","p","g","core_PJ",1.47354544,10,TRUE,0.0223,0.0112,131.5665571,0.502242152,FALSE,3.114,-0.408471429,-15.97771429,1.465070476,45.91385132,"Muhlenbergia torreyi",45.5267976,1.30962042433333
"206","344","MUTO2","Poaceae","Muhlenbergia","torreyi","Muhlenbergia","torreyi","y","C4","p","g","core_PJ",1.48515832,10,TRUE,0.0227,0.0109,136.2530569,0.480176211,FALSE,3.278,-1.580471429,-16.06471429,1.230326572,46.08814862,"Muhlenbergia torreyi",45.5267976,1.30962042433333
"207","346","MUTO2","Poaceae","Muhlenbergia","torreyi","Muhlenbergia","torreyi","y","C4","p","g","core_PJ",1.25612652,10,TRUE,0.024,0.0115,109.228393,0.479166667,FALSE,3.08,-0.568471429,-15.96971429,1.233464225,44.57839286,"Muhlenbergia torreyi",45.5267976,1.30962042433333
"208","407","NAHI","Hydrophyllaceae","Nama","hispida","Nama","hispidum","y","C3","a","f","Sevilleta_Field_Station",1.03032052,5,TRUE,0.0381,0.0071,145.1155662,0.186351706,FALSE,2.582,3.729528571,-27.72871429,2.670787923,40.87372063,"Nama hispida",40.184463565,2.744076176
"209","408","NAHI","Hydrophyllaceae","Nama","hispida","Nama","hispidum","y","C3","a","f","Sevilleta_Field_Station",1.70386756,5,TRUE,0.0631,0.0096,177.4862042,0.152139461,FALSE,3.242,1.914428571,-28.12571429,2.817364429,39.4952065,"Nama hispida",40.184463565,2.744076176
"210","473","OECA10","Onagraceae","Oenothera","caespitosa","Oenothera","caespitosa","y","C3","p","f","core_black",5.61869844,7,TRUE,0.1697,0.0209,268.8372459,0.123158515,FALSE,3.205,5.278528571,-28.10171429,4.582221275,41.52359986,"Oenothera caespitosa",41.6406623466667,3.00309598933333
"211","474","OECA10","Onagraceae","Oenothera","caespitosa","Oenothera","caespitosa","y","C3","p","f","core_black",2.51160788,5,TRUE,0.0613,0.0063,398.6679175,0.102773246,FALSE,1.288,5.568528571,-28.53271429,5.276223135,42.90164661,"Oenothera caespitosa",41.6406623466667,3.00309598933333
"212","475","OECA10","Onagraceae","Oenothera","caespitosa","Oenothera","caespitosa","y","C3","p","f","core_black",2.89870388,6,TRUE,0.0943,0.0128,226.4612406,0.13573701,FALSE,3.28,7.481528571,-27.88171429,3.833206696,40.49133303,"Oenothera caespitosa",41.6406623466667,3.00309598933333
"213","731","OECA10","Onagraceae","Oenothera","caespitosa","Oenothera","caespitosa","y","C3","p","f","core_blue",7.54966232,5,TRUE,0.2516,0.0384,196.6057896,0.152623211,FALSE,3.237,4.277444444,-28.47455556,1.290147971,41.03141979,"Oenothera caespitosa",41.6406623466667,3.00309598933333
"214","732","OECA10","Onagraceae","Oenothera","caespitosa","Oenothera","caespitosa","y","C3","p","f","core_blue",5.12386072,5,TRUE,0.1547,0.0276,185.6471275,0.178409825,FALSE,3.048,2.983444444,-28.57655556,1.107586897,41.57019113,"Oenothera caespitosa",41.6406623466667,3.00309598933333
"215","733","OECA10","Onagraceae","Oenothera","caespitosa","Oenothera","caespitosa","y","C3","p","f","core_blue",8.53611196,6,TRUE,0.3091,0.0499,171.0643679,0.161436428,FALSE,3.141,3.179444444,-26.03855556,1.929189962,42.32578366,"Oenothera caespitosa",41.6406623466667,3.00309598933333
"216","56","PEAN","Asteraceae","Pectis","angustifolia","Pectis","angustifolia","y","C4","a","f","core_PJ",1.86257692,5,TRUE,0.045,0.0055,338.6503491,0.122222222,FALSE,1.375,-1.803471429,-15.83971429,2.05064841,44.61673002,"Pectis angustifolia",43.6890597133333,1.93012403166667
