"","sampleID","Kartez","family","genus_new","species_new","genus_old","species_old","Native","PhotoPath","LifeHistory","FunctionalGroup","site","lf_sum_area","lf_n_pieces","lf_whole_ind","lf_wet_mass","lf_dry_mass","sla","ldmc","lf_petiole_ind","lf_iso_mass","lf_iso_d15N","lf_iso_d13C","lf_iso_pN","lf_iso_pC","taxon","mean.c.percent_taxon","mean.n.value_taxon"
"36","336","ARFEF","Brassicaceae","Boechera","fendleri","Arabis","fendleri","y","C3","p","f","core_PJ",6.61998676,5,TRUE,0.2081,0.061,108.5243731,0.293128304,FALSE,3.27,-2.0228125,-29.380625,2.923607302,43.74239675,"Boechera fendleri",43.96464023,2.782942428
"37","338","ARFEF","Brassicaceae","Boechera","fendleri","Arabis","fendleri","y","C3","p","f","core_PJ",4.98515132,5,TRUE,0.1431,0.0326,152.9187521,0.227812718,FALSE,3.204,-5.7143125,-29.288625,2.894451383,43.77478199,"Boechera fendleri",43.96464023,2.782942428
"38","339","ARFEF","Brassicaceae","Boechera","fendleri","Arabis","fendleri","y","C3","p","f","core_PJ",4.37805576,5,TRUE,0.1067,0.0266,164.5885624,0.249297095,FALSE,3.075,-1.3023125,-29.627625,2.530768599,44.37674195,"Boechera fendleri",43.96464023,2.782942428
"39","355","BOCU","Poaceae","Bouteloua","curtipendula","Bouteloua","curtipendula","y","C4","p","g","core_PJ",19.88189572,11,FALSE,0.2647,0.0986,201.6419444,0.372497167,FALSE,3.277,-3.6993125,-16.102625,1.185400078,43.50204845,"Bouteloua curtipendula",42.9031464833333,1.38184371166667
"40","357","BOCU","Poaceae","Bouteloua","curtipendula","Bouteloua","curtipendula","y","C4","p","g","core_PJ",15.06190536,9,FALSE,0.2147,0.0841,179.0951886,0.391709362,FALSE,3.029,-3.06565,-15.7345,1.181844349,39.65664379,"Bouteloua curtipendula",42.9031464833333,1.38184371166667
"41","359","BOCU","Poaceae","Bouteloua","curtipendula","Bouteloua","curtipendula","y","C4","p","g","core_PJ",15.00835708,6,FALSE,0.2407,0.0947,158.4831793,0.393435812,FALSE,3.062,-2.76265,-16.3665,1.778286708,45.55074721,"Bouteloua curtipendula",42.9031464833333,1.38184371166667
"42","329","BRCA3","Asteraceae","Brickellia","californica","Brickellia","californica","y","C3","p","s","core_PJ",16.548354,5,TRUE,0.3543,0.0716,231.1222626,0.202088625,FALSE,3.03,-1.45965,-30.1125,2.379152196,46.25466808,"Brickellia californica",47.3638253966667,2.20696986466667
"43","360","BRCA3","Asteraceae","Brickellia","californica","Brickellia","californica","y","C3","p","s","core_PJ",9.14449784,5,TRUE,0.2022,0.0484,188.9359058,0.239366963,FALSE,3.189,2.22235,-27.6245,1.959299777,48.67129368,"Brickellia californica",47.3638253966667,2.20696986466667
"44","361","BRCA3","Asteraceae","Brickellia","californica","Brickellia","californica","y","C3","p","s","core_PJ",24.19156452,5,TRUE,0.4307,0.0701,345.1007777,0.1627583,FALSE,3.032,-2.76865,-28.1295,2.282457621,47.16551443,"Brickellia californica",47.3638253966667,2.20696986466667
"45","296","BREUC2","Asteraceae","Brickellia","eupatorioides","Brickellia","eupatorioides","y","C3","p","f","core_blue",3.46644468,8,TRUE,0.0836,0.0185,187.3753881,0.221291866,FALSE,3.164,3.39135,-29.8425,2.330829669,48.42416926,"Brickellia eupatorioides",49.2901383666667,2.37172702033333
"46","297","BREUC2","Asteraceae","Brickellia","eupatorioides","Brickellia","eupatorioides","y","C3","p","f","core_blue",2.34386628,10,TRUE,0.0646,0.0121,193.707957,0.187306502,FALSE,2.054,4.13435,-29.6535,3.028029465,48.71802465,"Brickellia eupatorioides",49.2901383666667,2.37172702033333
"47","423","BREUC2","Asteraceae","Brickellia","eupatorioides","Brickellia","eupatorioides","y","C3","p","f","core_blue",2.354834,10,TRUE,0.0589,0.0098,240.2891837,0.166383701,FALSE,3.207,4.29335,-30.4985,1.756321927,50.72822119,"Brickellia eupatorioides",49.2901383666667,2.37172702033333
"48","151","CHER2","Asteraceae","Chaetopappa","ericoides","Chaetopappa","ericoides","y","C3","p","f","core_creosote",1.55677108,10,TRUE,0.0293,0.0094,165.6139447,0.320819113,FALSE,3.07,0.76985,-29.5625,1.536255515,51.43953896,"Chaetopappa ericoides",48.76022209,1.772837093
"49","153","CHER2","Asteraceae","Chaetopappa","ericoides","Chaetopappa","ericoides","y","C3","p","f","core_creosote",1.45354548,10,TRUE,0.0312,0.0095,153.0047874,0.304487179,FALSE,3.2,1.68515,-29.6255,1.775233289,50.96527438,"Chaetopappa ericoides",48.76022209,1.772837093
"50","154","CHER2","Asteraceae","Chaetopappa","ericoides","Chaetopappa","ericoides","y","C3","p","f","core_creosote",2.27935028,10,TRUE,0.0449,0.013,175.3346369,0.289532294,FALSE,3.147,1.55845,-30.1685,2.007022475,43.87585293,"Chaetopappa ericoides",48.76022209,1.772837093
"51","119","CHCO2","Solanaceae","Chamaesaracha","coronopus","Chamaesaracha","coronopus","y","C3","p","f","core_blue",7.39869488,5,TRUE,0.3314,0.0551,134.277584,0.166264333,FALSE,3.077,5.18875,-28.1295,2.962508206,43.79707611,"Chamaesaracha coronopus",43.4524832,3.48647821866667
"52","304","CHCO2","Solanaceae","Chamaesaracha","coronopus","Chamaesaracha","coronopus","y","C3","p","f","core_blue",10.71868824,6,TRUE,0.4634,0.0553,193.8279971,0.119335347,FALSE,3.159,6.82705,-29.3775,3.855369063,42.57210566,"Chamaesaracha coronopus",43.4524832,3.48647821866667
"53","305","CHCO2","Solanaceae","Chamaesaracha","coronopus","Chamaesaracha","coronopus","y","C3","p","f","core_blue",11.75675068,6,TRUE,0.5563,0.0726,161.9387146,0.130505123,FALSE,3.2,6.22805,-28.1495,3.641557387,43.98826783,"Chamaesaracha coronopus",43.4524832,3.48647821866667
"54","379","CHCHC3","Euphorbiaceae","Chamaesyce","chaetocalyx","Euphorbia","chaetocalyx","y","C4","p","f","core_PJ",1.95225416,15,TRUE,0.0338,0.0093,209.9198022,0.275147929,FALSE,3.055,-4.80165,-15.4595,1.97400492,46.14609981,"Chamaesyce chaetocalyx",46.7110763833333,1.760171218
"55","381","CHCHC3","Euphorbiaceae","Chamaesyce","chaetocalyx","Euphorbia","chaetocalyx","y","C4","p","f","core_PJ",1.81999636,17,TRUE,0.0349,0.0111,163.963636,0.318051576,FALSE,3.085,-3.46365,-15.8175,1.757361212,47.40936923,"Chamaesyce chaetocalyx",46.7110763833333,1.760171218
"56","382","CHCHC3","Euphorbiaceae","Chamaesyce","chaetocalyx","Euphorbia","chaetocalyx","y","C4","p","f","core_PJ",1.42644876,15,TRUE,0.0278,0.009,158.4943067,0.323741007,FALSE,3.171,-2.85965,-14.9415,1.549147522,46.57776011,"Chamaesyce chaetocalyx",46.7110763833333,1.760171218
"57","426","CHIN2","Chenopodiaceae","Chenopodium","incanum","Chenopodium","incanum","y","C3","a","f","core_blue",4.91418372,5,TRUE,0.2765,0.0263,186.851092,0.095117541,FALSE,3.12,11.53965,-25.5725,2.446166761,35.77233644,"Chenopodium incanum",36.5811397266667,2.756296528
"58","427","CHIN2","Chenopodiaceae","Chenopodium","incanum","Chenopodium","incanum","y","C3","a","f","core_blue",3.14709048,5,TRUE,0.1469,0.0151,208.4165881,0.102791014,FALSE,3.087,8.64735,-25.5825,2.482022267,34.25776883,"Chenopodium incanum",36.5811397266667,2.756296528
"59","431","CHIN2","Chenopodiaceae","Chenopodium","incanum","Chenopodium","incanum","y","C3","a","f","core_blue",2.70580104,5,TRUE,0.1057,0.0104,260.1731769,0.098391675,FALSE,3.298,8.37665,-25.3815,3.340700556,39.71331391,"Chenopodium incanum",36.5811397266667,2.756296528
"60","61","CHGR2","Chenopodiaceae","Chenopodium","vulvaria","Chenopodium","graveolens","y","C3","a","f","core_PJ",3.11031636,5,TRUE,0.0608,0.0049,634.7584408,0.080592105,FALSE,1.41,-3.53705,-27.1955,1.255572432,59.31204376,"Chenopodium vulvaria",54.7664940866667,1.65230947133333
"61","97","CHGR2","Chenopodiaceae","Chenopodium","vulvaria","Chenopodium","graveolens","y","C3","a","f","core_PJ",3.54579936,5,TRUE,0.0772,0.0081,437.7530074,0.10492228,FALSE,1.618,-4.37675,-27.3945,1.581638742,51.50889164,"Chenopodium vulvaria",54.7664940866667,1.65230947133333
"62","98","CHGR2","Chenopodiaceae","Chenopodium","vulvaria","Chenopodium","graveolens","y","C3","a","f","core_PJ",5.04450604,5,TRUE,0.0943,0.0097,520.0521691,0.102863203,FALSE,2.88,-1.78945,-26.8325,2.11971724,53.47854686,"Chenopodium vulvaria",54.7664940866667,1.65230947133333
"63","226","BOBA2","Poaceae","Chondrosum","barbatum","Bouteloua","barbata","y","C4","a","g","core_blue",1.41225524,7,FALSE,0.0174,0.0059,239.3652949,0.33908046,FALSE,2.565,3.4076875,-14.863625,1.323479347,42.25478751,"Chondrosum barbatum",42.25823594,1.1931884965
"64","227","BOBA2","Poaceae","Chondrosum","barbatum","Bouteloua","barbata","y","C4","a","g","core_blue",0.92386912,4,TRUE,0.0141,0.0041,225.3339317,0.290780142,FALSE,1.935,4.0226875,-14.585625,1.062897646,42.26168437,"Chondrosum barbatum",42.25823594,1.1931884965
"65","37","BOER4","Poaceae","Chondrosum","eriopoda","Bouteloua","eriopoda","y","C4","p","g","core_black",2.84967172,9,FALSE,0.0396,0.0158,180.3589696,0.398989899,FALSE,3.228,0.57335,-15.6505,1.207103052,43.24591182,"Chondrosum eriopoda",43.5095609766667,1.24780668466667
"66","246","BOER4","Poaceae","Chondrosum","eriopoda","Bouteloua","eriopoda","y","C4","p","g","core_blue",2.87483296,5,TRUE,0.0446,0.0152,189.1337474,0.340807175,FALSE,3.165,1.41335,-15.7415,1.622731324,44.43044625,"Chondrosum eriopoda",43.5095609766667,1.24780668466667
"67","247","BOER4","Poaceae","Chondrosum","eriopoda","Bouteloua","eriopoda","y","C4","p","g","core_blue",5.32837644,10,FALSE,0.0798,0.0285,186.9605768,0.357142857,FALSE,3.03,0.38835,-14.1725,0.913585678,42.85232486,"Chondrosum eriopoda",43.5095609766667,1.24780668466667
"68","220","BOGR2","Poaceae","Chondrosum","gracile","Bouteloua","gracilis","y","C4","p","g","core_blue",5.25998948,10,FALSE,0.0853,0.037,142.1618778,0.433763189,FALSE,3.126,0.26035,-15.8565,2.03202849,44.60143504,"Chondrosum gracile",44.48539274,1.641371254
"69","223","BOGR2","Poaceae","Chondrosum","gracile","Bouteloua","gracilis","y","C4","p","g","core_blue",3.92450828,12,FALSE,0.0614,0.0258,152.112724,0.42019544,FALSE,3.075,1.11535,-16.0755,1.354885738,43.97347769,"Chondrosum gracile",44.48539274,1.641371254
"70","224","BOGR2","Poaceae","Chondrosum","gracile","Bouteloua","gracilis","y","C4","p","g","core_blue",4.67805516,15,FALSE,0.065,0.0261,179.2358299,0.401538462,FALSE,3.17,-0.19365,-15.6765,1.537199534,44.88126549,"Chondrosum gracile",44.48539274,1.641371254
"71","50","BOHI2","Poaceae","Chondrosum","hirsutum","Bouteloua","hirsuta","y","C4","p","g","core_PJ",2.0548346,5,TRUE,0.0308,0.012,171.2362167,0.38961039,FALSE,3.172,-1.90165,-15.9655,1.337682918,43.84185925,"Chondrosum hirsutum",39.9246644933333,1.23193961833333
"72","85","BOHI2","Poaceae","Chondrosum","hirsutum","Bouteloua","hirsuta","y","C4","p","g","core_PJ",2.0451572,10,FALSE,0.0249,0.0098,208.6895102,0.393574297,FALSE,3.059,-0.92365,-15.5785,1.112352998,35.71780615,"Chondrosum hirsutum",39.9246644933333,1.23193961833333
"73","104","BOHI2","Poaceae","Chondrosum","hirsutum","Bouteloua","hirsuta","y","C4","p","g","core_PJ",2.24709228,6,FALSE,0.029,0.0118,190.4315492,0.406896552,FALSE,3.295,-2.69565,-16.0115,1.245782939,40.21432808,"Chondrosum hirsutum",39.9246644933333,1.23193961833333
"74","727","CINE","Asteraceae","Cirsium","neomexicanum","Cirsium","neomexicanum","y","C3","p","f","core_black",18.93931696,1,TRUE,1.9592,0.3378,56.06665767,0.172417313,FALSE,3.103,6.282444444,-26.07055556,1.852903502,44.88560842,"Cirsium neomexicanum",45.7987866,1.72014716766667
"75","728","CINE","Asteraceae","Cirsium","neomexicanum","Cirsium","neomexicanum","y","C3","p","f","core_black",12.75094224,1,TRUE,0.8039,0.2092,60.95096673,0.260231372,FALSE,3.055,6.764444444,-28.68355556,2.037008744,46.12449269,"Cirsium neomexicanum",45.7987866,1.72014716766667
"76","729","CINE","Asteraceae","Cirsium","neomexicanum","Cirsium","neomexicanum","y","C3","p","f","core_black",16.14319352,1,TRUE,1.4965,0.2954,54.64859012,0.197393919,FALSE,3.018,4.641444444,-28.08455556,1.270529257,46.38625869,"Cirsium neomexicanum",45.7987866,1.72014716766667
"77","122","TECO","Verbenaceae","Clerodendrum","coulteri","Tetraclea","coulteri","y","C3","p","f","core_blue",6.27289068,5,TRUE,0.2362,0.0534,117.4698629,0.226079594,FALSE,3.181,3.872811111,-27.97511111,3.278945114,46.95994399,"Clerodendrum coulteri",47.7744492833333,2.831168204
"78","123","TECO","Verbenaceae","Clerodendrum","coulteri","Tetraclea","coulteri","y","C3","p","f","core_blue",6.5451482,5,TRUE,0.2265,0.0509,128.5883733,0.224724062,FALSE,3.044,0.595111111,-28.30011111,2.083502882,46.98045423,"Clerodendrum coulteri",47.7744492833333,2.831168204
"79","126","TECO","Verbenaceae","Clerodendrum","coulteri","Tetraclea","coulteri","y","C3","p","f","core_blue",4.54708768,5,TRUE,0.1787,0.0394,115.4083168,0.220481253,FALSE,3.243,2.237211111,-27.82611111,3.131056616,49.38294963,"Clerodendrum coulteri",47.7744492833333,2.831168204
"80","730","COEQ","Convolvulaceae","Convolvulus","equitans","Convolvulus","equitans","y","C3","p","f","core_black",8.84385328,6,TRUE,0.1738,0.0357,247.7269826,0.205408516,FALSE,3.114,3.894444444,-28.79855556,3.053409685,46.46698874,"Convolvulus equitans",46.46698874,3.053409685
"81","703","CRCR3","Boraginaceae","Cryptantha","crassisepala","Cryptantha","crassisepala","y","C3","a","f","core_blue",1.53419048,6,TRUE,0.0592,0.0086,178.3942419,0.14527027,FALSE,3.236,4.533444444,-27.50855556,1.602695987,35.06263358,"Cryptantha crassisepala",35.1498075666667,1.39019867733333
"82","704","CRCR3","Boraginaceae","Cryptantha","crassisepala","Cryptantha","crassisepala","y","C3","a","f","core_blue",2.1483828,8,TRUE,0.0846,0.0109,197.0993394,0.128841608,FALSE,3.241,5.943444444,-29.91155556,1.193501742,34.91845723,"Cryptantha crassisepala",35.1498075666667,1.39019867733333
"83","705","CRCR3","Boraginaceae","Cryptantha","crassisepala","Cryptantha","crassisepala","y","C3","a","f","core_blue",1.3677392,4,TRUE,0.0517,0.0087,157.2114023,0.16827853,FALSE,3.027,4.145444444,-29.29255556,1.374398303,35.46833189,"Cryptantha crassisepala",35.1498075666667,1.39019867733333
"84","383","DABR","Fabaceae","Dalea","brachystachya","Dalea","brachystachya","y","C3","a","f","core_PJ",1.60580324,15,TRUE,0.0359,0.007,229.4004629,0.194986072,FALSE,1.567,-2.574242857,-29.03971429,2.524123558,42.83347542,"Dalea brachystachya",46.0439970133333,2.97747843866667
"85","384","DABR","Fabaceae","Dalea","brachystachya","Dalea","brachystachya","y","C3","a","f","core_PJ",1.9612864,15,TRUE,0.0524,0.0089,220.3692584,0.169847328,FALSE,1.855,-2.603242857,-28.39371429,3.301744212,45.82048766,"Dalea brachystachya",46.0439970133333,2.97747843866667
"86","387","DABR","Fabaceae","Dalea","brachystachya","Dalea","brachystachya","y","C3","a","f","core_PJ",1.56644848,15,TRUE,0.0419,0.0074,211.682227,0.176610979,FALSE,1.674,-2.152242857,-28.17271429,3.106567546,49.47802796,"Dalea brachystachya",46.0439970133333,2.97747843866667
"87","54","DRGL5","Caryophyllaceae","Drymaria","glandulosa","Drymaria","glandulosa","y","C3","a","f","core_PJ",1.45870676,4,TRUE,0.0144,0.0024,607.7944833,0.166666667,FALSE,2.225,0.541757143,-27.20571429,2.152981529,45.09089307,"Drymaria glandulosa",44.8721749833333,2.262634067
"88","84","DRGL5","Caryophyllaceae","Drymaria","glandulosa","Drymaria","glandulosa","y","C3","a","f","core_PJ",2.24967292,5,TRUE,0.0177,0.0026,865.2588154,0.146892655,FALSE,2.598,0.502757143,-28.75071429,1.790180805,44.80003334,"Drymaria glandulosa",44.8721749833333,2.262634067
"89","92","DRGL5","Caryophyllaceae","Drymaria","glandulosa","Drymaria","glandulosa","y","C3","a","f","core_PJ",0.96838516,5,TRUE,0.01,0.0023,421.0370261,0.23,FALSE,1.278,-0.115242857,-27.13671429,2.844739867,44.72559854,"Drymaria glandulosa",44.8721749833333,2.262634067
"90","697","ELEL5","Poaceae","Elymus","elymoides","Elymus","elymoides","y","C3","p","g","core_creosote",10.41352756,10,TRUE,0.2553,0.0874,119.1479126,0.342342342,FALSE,3.001,2.479444444,-28.50955556,1.615793201,47.26683268,"Elymus elymoides",46.14707087,1.36736222066667
"91","698","ELEL5","Poaceae","Elymus","elymoides","Elymus","elymoides","y","C3","p","g","core_creosote",11.78320224,13,TRUE,0.2704,0.0837,140.7789993,0.30954142,FALSE,3.174,1.526444444,-30.29855556,1.281213883,45.35937122,"Elymus elymoides",46.14707087,1.36736222066667
"92","701","ELEL5","Poaceae","Elymus","elymoides","Elymus","elymoides","y","C3","p","g","core_creosote",12.12513704,19,TRUE,0.255,0.0878,138.0995107,0.344313725,FALSE,3.347,2.429444444,-29.80155556,1.205079578,45.81500871,"Elymus elymoides",46.14707087,1.36736222066667
"93","232","ENDE","Poaceae","Enneapogon","desvauxii","Enneapogon","desvauxii","y","C4","p","g","core_blue",1.67677084,7,TRUE,0.0256,0.0135,124.2052474,0.52734375,FALSE,3.185,1.855757143,-13.92771429,1.277320634,45.56193687,"Enneapogon desvauxii",45.0172316666667,1.27765360233333
"94","233","ENDE","Poaceae","Enneapogon","desvauxii","Enneapogon","desvauxii","y","C4","p","g","core_blue",2.69612364,12,FALSE,0.0299,0.0109,247.3507927,0.364548495,FALSE,3.256,2.336757143,-14.73471429,1.322194102,44.38727377,"Enneapogon desvauxii",45.0172316666667,1.27765360233333
"95","234","ENDE","Poaceae","Enneapogon","desvauxii","Enneapogon","desvauxii","y","C4","p","g","core_blue",3.21999356,5,TRUE,0.0344,0.0111,290.0895099,0.322674419,FALSE,3.284,1.975757143,-14.41371429,1.233446071,45.10248436,"Enneapogon desvauxii",45.0172316666667,1.27765360233333
"96","197","EPTO","Ephedraceae","Ephedra","torreyana","Ephedra","torreyana","y","C3","p","s","core_creosote",4.6645068,5,TRUE,0.5161,0.2332,20.00217324,0.451850417,FALSE,3.012,2.594757143,-24.87671429,1.107160192,47.33241243,"Ephedra torreyana",47.3624800866667,1.22830418533333
"97","200","EPTO","Ephedraceae","Ephedra","torreyana","Ephedra","torreyana","y","C3","p","s","core_creosote",5.14579616,5,TRUE,0.619,0.299,17.2100206,0.483037157,FALSE,3.025,1.695757143,-24.29071429,1.257633,47.00067687,"Ephedra torreyana",47.3624800866667,1.22830418533333
"98","201","EPTO","Ephedraceae","Ephedra","torreyana","Ephedra","torreyana","y","C3","p","s","core_creosote",4.36515256,5,TRUE,0.5088,0.2338,18.67045577,0.459512579,FALSE,3.129,2.482757143,-25.38771429,1.320119364,47.75435096,"Ephedra torreyana",47.3624800866667,1.22830418533333
"99","410","ERCI","Poaceae","Eragrostis","cilianensis","Eragrostis","cilianensis","n","C4","a","g","core_blue",3.68321844,4,TRUE,0.0372,0.0072,511.5581167,0.193548387,FALSE,3.187,3.778457143,-15.71571429,2.95827074,43.52215542,"Eragrostis cilianensis",44.5738831933333,2.69399257633333
"100","412","ERCI","Poaceae","Eragrostis","cilianensis","Eragrostis","cilianensis","n","C4","a","g","core_blue",3.12773568,6,FALSE,0.0314,0.0068,459.9611294,0.21656051,FALSE,2.86,3.160757143,-15.46171429,2.952065085,45.30673306,"Eragrostis cilianensis",44.5738831933333,2.69399257633333
"101","414","ERCI","Poaceae","Eragrostis","cilianensis","Eragrostis","cilianensis","n","C4","a","g","core_blue",3.03805844,4,FALSE,0.0308,0.0073,416.172389,0.237012987,FALSE,2.81,5.228757143,-15.34471429,2.171641904,44.8927611,"Eragrostis cilianensis",44.5738831933333,2.69399257633333
"102","273","ERAB2","Polygonaceae","Eriogonum","abertianum","Eriogonum","abertianum","y","C3","a","f","core_black",2.66838176,5,TRUE,0.1159,0.0159,167.8227522,0.13718723,FALSE,3.159,3.807757143,-29.79871429,1.907964784,38.49283477,"Eriogonum abertianum",40.3585642175,1.95820021375
"103","274","ERAB2","Polygonaceae","Eriogonum","abertianum","Eriogonum","abertianum","y","C3","a","f","core_black",2.129028,5,TRUE,0.0797,0.0112,190.0917857,0.140526976,FALSE,3.282,3.883757143,-29.47571429,2.054449498,40.43198085,"Eriogonum abertianum",40.3585642175,1.95820021375
"104","274","ERAB2","Polygonaceae","Eriogonum","abertianum","Eriogonum","abertianum","y","C3","a","f","core_black",2.129028,5,TRUE,0.0797,0.0112,190.0917857,0.140526976,FALSE,3.282,3.883757143,-29.47571429,2.054449498,40.43198085,"Eriogonum abertianum",40.3585642175,1.95820021375
"105","275","ERAB2","Polygonaceae","Eriogonum","abertianum","Eriogonum","abertianum","y","C3","a","f","core_black",1.58838392,5,TRUE,0.0578,0.0105,151.274659,0.1816609,FALSE,3.264,3.930757143,-29.55171429,1.815937075,42.0774604,"Eriogonum abertianum",40.3585642175,1.95820021375
"106","2020A_3","ERRO2","Polygonaceae","Eriogonum","rotundifolium","Eriogonum","rotundifolium","y","C3","a","f","core_black",15.80642,7,TRUE,0.683,0.17,92.97894118,0.248901903,FALSE,6.009,4.4,-26.9,2.9,41.4,"Eriogonum rotundifolium",39.8666666666667,2.83333333333333
"107","2020A_4","ERRO2","Polygonaceae","Eriogonum","rotundifolium","Eriogonum","rotundifolium","y","C3","a","f","core_black",13.096748,5,TRUE,0.559,0.133,98.47178947,0.237924866,FALSE,5.973,2.5,-27.8,3.1,41.9,"Eriogonum rotundifolium",39.8666666666667,2.83333333333333
"108","2020A_5","ERRO2","Polygonaceae","Eriogonum","rotundifolium","Eriogonum","rotundifolium","y","C3","a","f","core_black",15.354808,6,TRUE,0.656,0.161,95.37147826,0.245426829,FALSE,5.964,5,-28.3,2.5,36.3,"Eriogonum rotundifolium",39.8666666666667,2.83333333333333
"109","350","ERWR","Polygonaceae","Eriogonum","wrightii","Eriogonum","wrightii","y","C3","p","s","core_PJ",2.3451566,5,TRUE,0.0705,0.0159,147.4941258,0.225531915,FALSE,3.197,2.479,-28.86642857,2.429006094,43.78168255,"Eriogonum wrightii",46.4174948933333,1.806434989
"110","351","ERWR","Polygonaceae","Eriogonum","wrightii","Eriogonum","wrightii","y","C3","p","s","core_PJ",2.62709152,5,TRUE,0.0819,0.022,119.4132509,0.268620269,FALSE,3.273,-1.243,-29.52742857,1.544461706,49.20294382,"Eriogonum wrightii",46.4174948933333,1.806434989
"111","352","ERWR","Polygonaceae","Eriogonum","wrightii","Eriogonum","wrightii","y","C3","p","s","core_PJ",3.41096092,5,TRUE,0.0963,0.028,121.8200329,0.290758048,FALSE,3.288,-1.271,-29.06842857,1.445837167,46.26785831,"Eriogonum wrightii",46.4174948933333,1.806434989
"112","146","DAPU7","Poaceae","Erioneuron","pulchellum","Dasyochloa","pulchella","y","C4","p","g","core_creosote",1.00709476,5,TRUE,0.015,0.0059,170.6940271,0.393333333,FALSE,2.185,-0.463242857,-15.43771429,1.027185958,42.07044474,"Erioneuron pulchellum",43.2350504433333,1.05503702366667
"113","148","DAPU7","Poaceae","Erioneuron","pulchellum","Dasyochloa","pulchella","y","C4","p","g","core_creosote",0.88774016,6,TRUE,0.0143,0.0053,167.4981434,0.370629371,FALSE,1.801,0.488757143,-15.86971429,1.245817149,44.04292296,"Erioneuron pulchellum",43.2350504433333,1.05503702366667
"114","216","DAPU7","Poaceae","Erioneuron","pulchellum","Dasyochloa","pulchella","y","C4","p","g","core_creosote",0.94386908,5,TRUE,0.0163,0.0065,145.2106277,0.398773006,FALSE,2.267,0.011757143,-15.65671429,0.892107964,43.59178363,"Erioneuron pulchellum",43.2350504433333,1.05503702366667
"115","170","CHAL11","Euphorbiaceae","Euphorbia","albomarginata","Euphorbia","albomarginata","y","C4","p","f","core_blue",1.83935116,5,TRUE,0.0423,0.0133,138.2970797,0.314420804,FALSE,3.063,1.92635,-13.6945,1.349138189,46.05515164,"Euphorbia albomarginata",46.47210355,1.29727439133333
"116","172","CHAL11","Euphorbiaceae","Euphorbia","albomarginata","Euphorbia","albomarginata","y","C4","p","f","core_blue",1.90580264,5,TRUE,0.0475,0.0164,116.207478,0.345263158,TRUE,3.097,0.96935,-13.4195,1.182426544,46.36709951,"Euphorbia albomarginata",46.47210355,1.29727439133333
"117","238","CHAL11","Euphorbiaceae","Euphorbia","albomarginata","Euphorbia","albomarginata","y","C4","p","f","core_blue",3.41999316,10,TRUE,0.0866,0.0252,135.7140143,0.290993072,FALSE,3.116,0.79835,-13.5035,1.360258441,46.9940595,"Euphorbia albomarginata",46.47210355,1.29727439133333
"118","179","EUEX4","Euphorbiaceae","Euphorbia","exstipulata","Euphorbia","exstipulata","y","C3","a","f","core_blue",5.82063352,5,TRUE,0.1729,0.0313,185.9627323,0.181029497,FALSE,3.179,3.4826,-27.25942857,2.907536035,44.24118762,"Euphorbia exstipulata",44.4046320033333,2.404272806
"119","279","EUEX4","Euphorbiaceae","Euphorbia","exstipulata","Euphorbia","exstipulata","y","C3","a","f","core_blue",4.23934636,5,TRUE,0.1207,0.0184,230.3992587,0.152444076,FALSE,3.049,1.354,-29.18742857,2.293004471,44.91884897,"Euphorbia exstipulata",44.4046320033333,2.404272806
"120","280","EUEX4","Euphorbiaceae","Euphorbia","exstipulata","Euphorbia","exstipulata","y","C3","a","f","core_blue",3.06257452,5,TRUE,0.0919,0.0151,202.8195046,0.164309032,FALSE,3.242,0.481,-28.94142857,2.012277912,44.05385942,"Euphorbia exstipulata",44.4046320033333,2.404272806
"121","374","CHRE4","Euphorbiaceae","Euphorbia","revoluta","Euphorbia","revoluta","y","C4","a","f","core_PJ",1.4774164,12,TRUE,0.0211,0.0046,321.1774783,0.218009479,FALSE,1.068,-2.03675,-16.0595,1.559873659,48.29156056,"Euphorbia revoluta",45.7789836,1.79010447233333
"122","376","CHRE4","Euphorbiaceae","Euphorbia","revoluta","Euphorbia","revoluta","y","C4","a","f","core_PJ",1.0258044,10,TRUE,0.0163,0.004,256.4511,0.245398773,FALSE,1.286,-0.93685,-15.4025,1.950980106,44.37493303,"Euphorbia revoluta",45.7789836,1.79010447233333
"123","377","CHRE4","Euphorbiaceae","Euphorbia","revoluta","Euphorbia","revoluta","y","C4","a","f","core_PJ",1.04257856,9,TRUE,0.017,0.0043,242.4601302,0.252941176,FALSE,1.975,-0.56785,-15.3135,1.859459652,44.67045721,"Euphorbia revoluta",45.7789836,1.79010447233333
"124","173","CHSES","Euphorbiaceae","Euphorbia","serpyllifolia","Euphorbia","serpyllifolia","y","C4","a","f","core_blue",1.75870616,10,TRUE,0.0305,0.0092,191.163713,0.301639344,TRUE,2.972,-0.122242857,-14.33071429,1.66853615,47.91492969,"Euphorbia serpyllifolia",47.2935801966667,1.60560008733333
"125","175","CHSES","Euphorbiaceae","Euphorbia","serpyllifolia","Euphorbia","serpyllifolia","y","C4","a","f","core_blue",1.56580332,10,TRUE,0.0255,0.0067,233.7019881,0.262745098,TRUE,3.34,-0.740242857,-14.54271429,1.566868887,46.50765031,"Euphorbia serpyllifolia",47.2935801966667,1.60560008733333
