"obs","Comments","time..2","elapsed","date","hhmmss","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r"
108,NA,1655214993.6,4945.09999990463,2022-06-14 08:56:33,08:56:33,5,"tmpl.us_block1_plot8_schiz","stan",1655212419.05205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.800916257273,355.443466666667,-3.28006989357116,66.0770391575581,0,24.4396970346002,26.3036333333333,-0.00762716921541379,79.8544800941689,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655212419.05205,572.274408348669,579.39982469198,25.465128992205,24.7874892378819,575.118447130454,25.5821746821073,428.147687314618,99.4396660783084,0.0869909925660783,33.5148730310904,34.0797803333035,999.9,0,0,9073.24391989965,0,532.947357969716,-7.12540099496737,587.123142872879,594.094374587578,0.677639455949359,579.39982469198,24.7874892378819,2.53224951808082,2.46486185615088,20.9834046201496,20.524358641206,1999.99809246483,0.979999971149538,0.0200000096227937,0,2.18169030552818,0,12055.2262915509,16749.4458292268,40.7686919630858,41.3929527820088,40.662284920706,40.5728436520025,40.3423240749037,1959.99798494759,39.9999955201147,0,1655214993.8,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,-7.15538925262311,-0.00245429457239716,490.285555566156,1,0.680651378456221,0.00066746372509431,0.888661428036963,1,2,2,"2/2",2.9752,2.72545,0.0878118,0.083842,0.124074,0.115571,28662.3,28885.1,29239.9,29182.5,33947.1,34287,41199.5,41562.9,1.9219,1.92595,0.106897,0,32.3515,999.9,64.8,33.5,33.8426,63.2293,32.1955,1,0.408155,2.12599,20.3623,5.22373,12.0099,4.9895,3.289,3433.4,9999,9999,63.4,1.86737,1.86644,1.86589,1.86578,1.86766,1.87011,1.86874,1.87012,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.49,-0.1074,-1.09537811548804,-0.00097014950838288,-5.5665047010839e-07,1.88935591018375e-10,-0.212622827615858,-0.0120732269109436,0.00105207781074608,-1.68176238765982e-05,2,2224,2,28,38632.7,38632.4,0.836182,2.22168,1.39648,2.29736,1.49536,2.3877,38.5259,15.0864,18,504.131,514.031,31.7297,32.4426,30.0025,32.1936,32.075,16.659,35.3763,60.2524,31.6735,311.442,24.4759,100.009,99.8425
109,NA,1655214998.6,4950.09999990463,2022-06-14 08:56:38,08:56:38,5,"tmpl.us_block1_plot8_schiz","stan",1655212421.12845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.449107789063,338.976,-3.26959789310396,66.0770391575581,0,24.4191957771668,26.2777309090909,-0.00271911563997738,79.8544800941689,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655212421.12845,572.084344635586,579.193363687304,25.4657923797672,24.7871913504029,574.927284012802,25.5828304500448,428.205669034776,99.4397075828111,0.0870013160188003,33.5148034556849,34.0797841808415,999.9,0,0,9073.99494091316,0,532.764732076992,-7.10900363516838,586.928432730904,593.882590668931,0.67860074734564,579.193363687304,24.7871913504029,2.53231657039391,2.46483324498657,20.984033139256,20.524387976231,1999.99801163832,0.979999967502238,0.0200000130080573,0,2.18174776186213,0,12055.2951781558,16749.445129812,40.7700869292748,41.3944490599821,40.6637374216652,40.5743682184423,40.3435589973142,1959.99789883617,40.0000008952551,0,1655214998.6,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,-7.13714211941444,-0.00235577016103573,490.068700538869,1,0.681706427292531,0.00067299953789954,0.88897398338179,1,2,2,"2/2",2.97479,2.72521,0.0845516,0.0807563,0.123989,0.115519,28764.7,28982.4,29239.8,29182.5,33950.2,34288.9,41199.3,41562.8,1.92165,1.92625,0.105258,0,32.3709,999.9,64.7,33.5,33.7904,63.3593,32.5361,1,0.403999,1.25217,20.3722,5.22014,12.0099,4.9886,3.28875,3433.4,9999,9999,63.4,1.86737,1.86646,1.86592,1.86582,1.86768,1.87012,1.86874,1.87012,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.469,-0.1077,-1.09537811548804,-0.00097014950838288,-5.5665047010839e-07,1.88935591018375e-10,-0.212622827615858,-0.0120732269109436,0.00105207781074608,-1.68176238765982e-05,2,2224,2,28,38632.8,38632.5,0.797119,2.21436,1.39771,2.29614,1.49536,2.40479,38.5504,15.0689,18,503.988,514.271,31.5158,32.4437,29.9985,32.1965,32.0785,15.8711,35.3763,60.2524,31.6008,291.236,24.4759,100.009,99.8424
110,NA,1655215003.6,4955.09999990463,2022-06-14 08:56:43,08:56:43,5,"tmpl.us_block1_plot8_schiz","stan",1655212423.20554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.974164286186,322.583884848485,-3.35066119253948,66.0770391575581,0,24.416430833825,26.2628939393939,-0.00174671092397774,79.8544800941689,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655212423.20554,571.881943517265,578.973469217926,25.4664380339923,24.7868931822167,574.723768979605,25.583468631094,428.263651499995,99.4397476518472,0.087011921677252,33.5147162715807,34.0797547276143,999.9,0,0,9074.72781554701,0,532.575014876107,-7.09151037703111,586.721045406942,593.657037192232,0.679544597714536,578.973469217926,24.7868931822167,2.53238182049378,2.46480456807407,20.984650037167,20.5244165305036,1999.99818051704,0.979999965649879,0.0200000146882548,0,2.18174283030682,0,12056.8412326684,16749.4465336792,40.7714796493425,41.3959706592719,40.665215761696,40.5758677878164,40.3447919312998,1959.9980624385,40.0000062617408,0,1655215004,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,-7.11821612833768,-0.00225343062601324,489.852163644118,1,0.682743823568275,0.00067844913897897,0.889263697395743,1,2,2,"2/2",2.97472,2.7247,0.0811937,0.0769768,0.123947,0.115521,28870.7,29101.9,29240.2,29182.8,33952.4,34289.1,41200.1,41563.3,1.92165,1.92585,0.100765,0,32.3867,999.9,64.7,33.5,33.7882,63.3393,32.9367,1,0.401789,0.794583,20.376,5.22178,12.0099,4.98895,3.28885,3433.4,9999,9999,63.4,1.86737,1.86645,1.86594,1.8658,1.86767,1.87012,1.86874,1.87013,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.449,-0.1078,-1.09537811548804,-0.00097014950838288,-5.5665047010839e-07,1.88935591018375e-10,-0.212622827615858,-0.0120732269109436,0.00105207781074608,-1.68176238765982e-05,2,2224,2,28,38632.8,38632.6,0.767822,2.22778,1.39648,2.29736,1.49536,2.34009,38.5504,15.0864,18,504.017,514.019,31.4442,32.4455,29.9983,32.2001,32.0821,15.1976,35.3763,59.8722,31.5252,270.916,24.4759,100.01,99.8435
111,NA,1655215008.6,4960.09999990463,2022-06-14 08:56:48,08:56:48,5,"tmpl.us_block1_plot8_schiz","stan",1655212425.2833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.567438843867,306.079903030303,-3.28563041008425,66.0770391575581,0,24.4052251801345,26.255393939394,-0.00020596595523924,79.8544800941689,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655212425.2833,571.666785715007,578.740897156524,25.467075954773,24.7865836596353,574.507482519038,25.5840991175366,428.321463900469,99.4397902127279,0.0870222347184483,33.5146220057204,34.0796928494816,999.9,0,0,9075.47196371112,0,532.425931918127,-7.07409625534777,586.500554397944,593.418485678581,0.680492039493278,578.740897156524,24.7865836596353,2.53244636854666,2.46477482539328,20.9852621974875,20.5244376112352,1999.99821326421,0.979999970235967,0.0200000101984269,0,2.18177705577404,0,12059.0991097605,16749.4468358956,40.7728701287093,41.3974842688595,40.6666917232749,40.57737620665,40.3460228816589,1959.99810421881,39.9999973185556,0,1655215008.8,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,-7.09900208736454,-0.00214937744061664,489.635927160335,1,0.683780560259202,0.00068390387292237,0.889553145018544,1,2,2,"2/2",2.97502,2.7252,0.077777,0.0734483,0.123921,0.115463,28978.5,29213.9,29240.7,29183.5,33953.9,34292.1,41200.7,41564.2,1.92175,1.92593,0.0988506,0,32.3972,999.9,64.7,33.5,33.7889,63.0493,33.0649,1,0.4006,0.500618,20.3778,5.22043,12.0099,4.9889,3.28903,3433.4,9999,9999,63.4,1.86738,1.86646,1.86591,1.86583,1.86768,1.87012,1.86875,1.87012,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.429,-0.1079,-1.09537811548804,-0.00097014950838288,-5.5665047010839e-07,1.88935591018375e-10,-0.212622827615858,-0.0120732269109436,0.00105207781074608,-1.68176238765982e-05,2,2224,2,28,38632.9,38632.7,0.726318,2.2229,1.39648,2.29736,1.49536,2.37305,38.5504,15.0864,18,504.104,514.1,31.4292,32.448,29.9986,32.2028,32.0855,14.4563,35.3763,59.8722,31.4993,257.398,24.4813,100.012,99.8458
112,NA,1655215014.1,4965.59999990463,2022-06-14 08:56:54,08:56:54,5,"tmpl.us_block1_plot8_schiz","stan",1655212427.5927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.929936639679,287.276896969697,-3.49587270097506,66.0770391575581,0,24.3998781472594,26.2502448484848,-0.00013390034525643,79.8544800941689,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655212427.5927,571.412923609529,578.465995569494,25.4677766549384,24.7862394699053,574.252349564476,25.5847916348455,428.385698260265,99.4398355063404,0.087034011665476,33.5145147437042,34.0796407840686,999.9,0,0,9076.30137167351,0,532.258437783533,-7.05305663554481,586.240364494035,593.136527484547,0.681536910863618,578.465995569494,24.7862394699053,2.53251722819253,2.46474170534917,20.9859366105992,20.5244601084569,1999.99817646008,0.979999974995535,0.0200000055456332,0,2.18188885515271,0,12061.4315002679,16749.4465440257,40.7744012323629,41.3991718163958,40.6683288980175,40.5790593856046,40.3473882836221,1959.99807644222,39.9999883907841,0,1655215014.2,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,-7.07836618377934,-0.00203747579294544,489.420044097673,1,0.68481364803842,0.00068934752306025,0.889838386094625,1,2,2,"2/2",2.97484,2.72488,0.0737572,0.0692102,0.123903,0.115485,29105,29347.1,29240.8,29183,33954.9,34290.4,41201.1,41563.3,1.92173,1.92565,0.100583,0,32.4104,999.9,64.6,33.5,33.7347,62.9893,32.8045,1,0.400772,0.313088,20.3782,5.22043,12.0099,4.9886,3.28875,3433.4,9999,9999,63.4,1.86737,1.86645,1.86592,1.86584,1.86767,1.87012,1.86874,1.87012,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.406,-0.1079,-1.09537811548804,-0.00097014950838288,-5.5665047010839e-07,1.88935591018375e-10,-0.212622827615858,-0.0120732269109436,0.00105207781074608,-1.68176238765982e-05,2,2224,2,28,38633,38632.7,0.697021,2.229,1.39648,2.29736,1.49536,2.3584,38.575,15.0777,18,504.119,513.945,31.4513,32.4506,29.9996,32.2068,32.09,13.6598,35.1016,59.4977,31.4984,230.452,24.4851,100.013,99.8439
113,NA,1655215018.6,4970.09999990463,2022-06-14 08:56:58,08:56:58,5,"tmpl.us_block1_plot8_schiz","stan",1655212429.44083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.173328883058,272.512048484848,-3.25557121470794,66.0770391575581,0,24.4065554107553,26.2526636363636,5.65974668671081e-05,79.8544800941689,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655212429.44083,571.198350132027,578.235571603355,25.4683361486704,24.7859726293057,574.036746245137,25.585344603516,428.4369381687,99.439871247546,0.0870432329760842,33.5144287256827,34.0796013385686,999.9,0,0,9076.95572907371,0,532.098891245761,-7.03720634524637,586.020418490469,592.900198087807,0.682363261453757,578.235571603355,24.7859726293057,2.53257379897376,2.46471604109406,20.9864751084678,20.5244833566393,1999.99808406211,0.979999971354632,0.0200000089773336,0,2.18188553453507,0,12061.697549527,16749.4457611994,40.7756331429591,41.4005152596823,40.6696365339997,40.5804195074068,40.3484788506157,1959.99797876138,39.9999928609673,0,1655215019,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,-7.05652655383393,-0.00191883537025375,489.182863806105,1,0.685936136551095,0.00069527021575593,0.890134701551427,1,2,2,"2/2",2.97488,2.72501,0.0705705,0.0660962,0.123914,0.115558,29205.3,29446.2,29241,29183.9,33954.7,34288.6,41201.5,41564.7,1.92162,1.9255,0.0978783,0,32.4226,999.9,64.6,33.5,33.7369,63.0393,32.0994,1,0.400579,0.391247,20.3784,5.22088,12.0099,4.98895,3.289,3433.4,9999,9999,63.4,1.86738,1.86646,1.86591,1.86584,1.86768,1.87012,1.86874,1.87014,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.389,-0.1079,-1.09537811548804,-0.00097014950838288,-5.5665047010839e-07,1.88935591018375e-10,-0.212622827615858,-0.0120732269109436,0.00105207781074608,-1.68176238765982e-05,2,2224,2,28,38633.1,38632.8,0.656738,2.23145,1.39648,2.29736,1.49536,2.38403,38.575,15.0777,18,504.073,513.867,31.4668,32.4525,29.9999,32.2093,32.0933,13.1209,35.1016,59.4977,31.4685,230.452,24.4811,100.013,99.8469
114,NA,1655215024.1,4975.59999990463,2022-06-14 08:57:04,08:57:04,5,"tmpl.us_block1_plot8_schiz","stan",1655212431.75173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.264918393821,254.246636363636,-3.39038443859161,66.0770391575581,0,24.4387647606462,26.2674969696969,0.00022960112420987,79.8544800941689,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655212431.75173,570.916423464649,577.932399642224,25.4690422594508,24.7856636308845,573.753517156116,25.5860425131063,428.50091762825,99.4399166101997,0.0870549265005349,33.5143168330956,34.0795244917974,999.9,0,0,9077.75958898003,0,531.850317876248,-7.01596099365467,585.73140786414,592.589271823463,0.683378386042332,577.932399642224,24.7856636308845,2.53264520072218,2.46468641998039,20.9871521723868,20.5245284321059,1999.9980224679,0.979999968527104,0.0200000114657632,0,2.18176986447931,0,12060.5502710414,16749.445256776,40.7771705599144,41.4021973965763,40.6712684557775,40.5821197396576,40.349839871612,1959.99791369472,39.9999937589158,0,1655215024.4,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,-7.03761327527836,-0.00181594695203617,488.989114384553,1,0.686837101071783,0.00070002919541062,0.890355259969992,1,2,2,"2/2",2.97507,2.72491,0.0664958,0.061844,0.123964,0.11561,29333.6,29579.8,29241.2,29183.4,33952.6,34286.1,41201.4,41564.2,1.9217,1.9254,0.095889,0,32.4314,999.9,64.5,33.6,33.8725,63.0693,32.5721,1,0.400706,0.402304,20.3784,5.22193,12.0099,4.989,3.28905,3433.4,9999,9999,63.4,1.86738,1.86644,1.86589,1.86583,1.86768,1.87012,1.86875,1.87012,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.366,-0.1078,-1.09537811548804,-0.00097014950838288,-5.5665047010839e-07,1.88935591018375e-10,-0.212622827615858,-0.0120732269109436,0.00105207781074608,-1.68176238765982e-05,2,2224,2,28,38633.2,38632.9,0.626221,2.22534,1.39648,2.29736,1.49536,2.40601,38.575,15.0777,18,504.152,513.827,31.4554,32.4548,30,32.2131,32.097,12.4266,35.1016,59.1195,31.4545,210.15,24.4802,100.014,99.8456
115,NA,1655215029.1,4980.59999990463,2022-06-14 08:57:09,08:57:09,5,"tmpl.us_block1_plot8_schiz","stan",1655212433.83223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.626451548904,238.383933333333,-3.14268942521038,66.0770391575581,0,24.4409568956932,26.2786751515151,0.00020528745135407,79.8544800941689,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655212433.83223,570.649661076125,577.647661148079,25.4696884438307,24.7853823237417,573.485568144588,25.586681231804,428.55829907514,99.4399572828508,0.0870650620249443,33.5142057995546,34.0794384766147,999.9,0,0,9078.48226636971,0,531.611044213808,-6.9979849892945,585.457920677434,592.297255926233,0.684305879541274,577.647661148079,24.7853823237417,2.53271052305568,2.46465944022272,20.9877678276606,20.5245665028508,1999.99802850779,0.979999966948775,0.0200000127394209,0,2.18164877505568,0,12059.3714244989,16749.4453273942,40.7785518930958,41.4037175946548,40.6727346993318,40.5836350111359,40.3510737639198,1959.99791982183,39.9999937639198,0,1655215029.2,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,-7.01756398183051,-0.00170669987006428,488.774062655769,1,0.687846607460192,0.00070537070084017,0.890611746368357,1,2,2,"2/2",2.97467,2.72485,0.0629113,0.0583241,0.123994,0.115528,29445.8,29690.2,29240.8,29182.9,33950.9,34288.8,41200.8,41563.7,1.9216,1.92533,0.0948235,0,32.433,999.9,64.5,33.6,33.8723,63.2593,32.7564,1,0.400513,-0.193276,20.3784,5.21999,12.0099,4.9888,3.28865,3433.4,9999,9999,63.4,1.86737,1.86645,1.86586,1.86584,1.86768,1.87012,1.86875,1.87014,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.348,-0.1076,-1.09537811548804,-0.00097014950838288,-5.5665047010839e-07,1.88935591018375e-10,-0.212622827615858,-0.0120732269109436,0.00105207781074608,-1.68176238765982e-05,2,2224,2,28,38633.3,38633,0.585938,2.24487,1.39771,2.29614,1.49536,2.31445,38.5995,15.0777,18,504.108,513.804,31.4998,32.457,29.9999,32.216,32.1006,11.6037,35.1016,59.1195,31.5916,189.893,24.4802,100.012,99.8441
116,NA,1655215034.1,4985.59999990463,2022-06-14 08:57:14,08:57:14,5,"tmpl.us_block1_plot8_schiz","stan",1655212435.91341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.904626936712,222.323927272727,-3.29179843781126,66.0770391575581,0,24.4168368748168,26.2776466666667,-5.89296869499031e-05,79.8544800941689,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655212435.91341,570.371103042505,577.349526739113,25.4703359339505,24.7850875898166,573.205810701709,25.5873212504006,428.615659170238,99.4400001958341,0.087075341902261,33.5140820722806,34.0793463325619,999.9,0,0,9079.22274968844,0,531.369508750223,-6.97840876845565,585.172319352341,591.991505854723,0.685248110900018,577.349526739113,24.7850875898166,2.53277603358554,2.46463117825352,20.9883843213005,20.5245956644561,1999.99799893181,0.979999965372975,0.0200000140110379,0,2.18156244436532,0,12058.0030478903,16749.4450774435,40.7799310129963,41.4052353569521,40.6741985935553,40.5851198148478,40.3522946412676,1959.99789033292,39.9999937689158,0,1655215034.6,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,-6.99668902014888,-0.00159278393634649,488.559336137467,1,0.688878309839817,0.0007108413493201,0.890897670739753,1,2,2,"2/2",2.97549,2.72544,0.0591415,0.0539473,0.123994,0.115528,29564.1,29827.8,29240.6,29182.5,33951,34288.3,41201,41563.1,1.92222,1.92472,0.0939816,0,32.4309,999.9,64.4,33.6,33.8216,63.2393,32.5721,1,0.39986,-0.016073,20.3789,5.22118,12.0099,4.98895,3.28883,3433.4,9999,9999,63.4,1.86737,1.86646,1.86588,1.86584,1.86768,1.87012,1.86875,1.87013,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.33,-0.1076,-1.09537811548804,-0.00097014950838288,-5.5665047010839e-07,1.88935591018375e-10,-0.212622827615858,-0.0120732269109436,0.00105207781074608,-1.68176238765982e-05,2,2224,2,28,38633.4,38633.1,0.554199,2.23267,1.39648,2.29736,1.49536,2.39868,38.5995,15.0777,18,504.548,513.405,31.6014,32.4598,29.9998,32.2195,32.1034,10.9829,35.1016,58.7391,31.6127,176.421,24.4802,100.012,99.8428
117,NA,1655215039.1,4990.59999990463,2022-06-14 08:57:19,08:57:19,5,"tmpl.us_block1_plot8_schiz","stan",1655212437.99525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.58526499218,205.987503030303,-3.24512803118843,66.0770391575581,0,24.4193836530887,26.2808333333333,5.10815238619941e-05,79.8544800941689,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655212437.99525,570.080112654941,577.03912259959,25.470983436983,24.7847907839545,572.913607526728,25.5879612671885,428.672900748773,99.4400411633906,0.0870856096175398,33.5139575469181,34.0792412256515,999.9,0,0,9079.94526638798,0,531.124816090012,-6.95899504623595,584.873949622361,591.673178846568,0.686192414644739,577.03912259959,24.7847907839545,2.53284149259984,2.46460266356844,20.9890001659246,20.524622787023,1999.99798541315,0.979999964333363,0.0200000147469537,0,2.18144473005426,0,12056.4515093836,16749.4449613093,40.7812967179578,41.4067120875211,40.6756601440897,40.5866134483679,40.3535135639954,1959.99787690118,39.9999937739038,0,1655215039.4,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,-6.97302505294078,-0.00146344995425428,488.323499201624,1,0.690013556021358,0.00071687103324284,0.891213380645736,1,2,2,"2/2",2.97492,2.72491,0.055279,0.0501415,0.124001,0.115461,29685.6,29948,29240.8,29182.7,33950.8,34291,41201.2,41563.2,1.92155,1.92485,0.0932924,0,32.4252,999.9,64.4,33.6,33.8198,63.3993,32.8325,1,0.39967,0.014823,20.3787,5.21999,12.0099,4.98865,3.28863,3433.4,9999,9999,63.4,1.86737,1.86645,1.86586,1.86583,1.86768,1.87012,1.86874,1.87014,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.311,-0.1076,-1.09537811548804,-0.00097014950838288,-5.5665047010839e-07,1.88935591018375e-10,-0.212622827615858,-0.0120732269109436,0.00105207781074608,-1.68176238765982e-05,2,2224,2,28,38633.4,38633.2,0.512695,2.25098,1.39648,2.29614,1.49536,2.31445,38.6241,15.0689,18,504.125,513.516,31.639,32.4621,29.9999,32.2224,32.1062,10.1428,35.1016,58.7391,31.6411,156.024,24.4802,100.013,99.8433
118,NA,1655215043.6,4995.09999990463,2022-06-14 08:57:23,08:57:23,5,"tmpl.us_block1_plot8_schiz","stan",1655212439.84636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.554699836818,191.208842424242,-3.33927261894085,66.0770391575581,0,24.392585011936,26.2788115151515,-5.55377740456454e-05,79.8544800941689,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655212439.84636,569.811248473869,576.751780142849,25.4715583932095,24.7845109398276,572.643654557195,25.5885295819927,428.723747144116,99.4400777264243,0.087094739892454,33.5138452848636,34.0791343080615,999.9,0,0,9080.60536041241,0,530.911985094658,-6.94051687004096,584.598249987041,591.378504912626,0.687047209834752,576.751780142849,24.7845109398276,2.53289962148253,2.464575726291,20.9895469527589,20.5246359874233,1999.9979495156,0.979999963203271,0.0200000156075016,0,2.18151310105768,0,12055.0885450182,16749.4446626966,40.782518798329,41.4080392853969,40.6769573371256,40.5879291618523,40.354595413741,1959.99784108079,39.9999937783308,0,1655215043.6,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,-6.95281520627853,-0.00135282895128727,488.130841129382,1,0.690960118207858,0.00072190892161545,0.891495769612435,1,2,2,"2/2",2.97485,2.72529,0.0516487,0.0459356,0.123994,0.115437,29799.4,30080.6,29240.6,29182.7,33950.6,34291.9,41200.7,41563.2,1.92162,1.9248,0.0928864,0,32.4197,999.9,64.3,33.6,33.7659,63.2093,33.113,1,0.39968,-0.0110458,20.3786,5.22014,12.0099,4.9884,3.2886,3433.4,9999,9999,63.4,1.86737,1.86646,1.86588,1.86584,1.86767,1.87012,1.86874,1.87012,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.294,-0.1076,-1.09537811548804,-0.00097014950838288,-5.5665047010839e-07,1.88935591018375e-10,-0.212622827615858,-0.0120732269109436,0.00105207781074608,-1.68176238765982e-05,2,2224,2,28,38633.5,38633.2,0.480957,2.25708,1.39648,2.29736,1.49536,2.23999,38.6241,15.0602,18,504.188,513.502,31.6688,32.4627,30.0001,32.2242,32.1088,9.60728,34.8259,58.7391,31.6809,149.189,24.4802,100.012,99.8432
