"","ObservationID","AccSpeciesID","AccSpeciesName","Latitude","Longitude","14_Leaf nitrogen (N) content per leaf dry mass_mg/g","13_Leaf carbon (C) content per leaf dry mass_mg/g","15_Leaf phosphorus (P) content per leaf dry mass_mg/g","44_Leaf potassium (K) content per leaf dry mass_mg/g"
"1228",3061318,40021,"Panicum linearifolium",45.4166666666667,-93.1666666666667,12.82,445.02,NA,NA
"1229",3061319,39933,"Panicum acuminatum",45.4166666666667,-93.1666666666667,13.3,462.17,NA,NA
"1230",3061320,51135,"Sorghastrum nutans",45.4166666666667,-93.1666666666667,13.92,446.6,NA,NA
"1231",3061323,3168,"Ambrosia psilostachya",45.4166666666667,-93.1666666666667,17.81,412,NA,NA
"1232",3061324,40050,"Panicum oligosanthes",45.4166666666667,-93.1666666666667,18.62,447.71,NA,NA
"1233",3061325,40021,"Panicum linearifolium",45.4166666666667,-93.1666666666667,13.6,442.51,NA,NA
"1234",3061326,39933,"Panicum acuminatum",45.4166666666667,-93.1666666666667,16.78,447.72,NA,NA
"1235",3061328,51135,"Sorghastrum nutans",45.4166666666667,-93.1666666666667,14.13,446.54,NA,NA
"1236",3061335,3168,"Ambrosia psilostachya",45.4166666666667,-93.1666666666667,18.77,400.7,NA,NA
"1237",3061597,13016,"Cirsium arvense",45.7147222222222,3.01861111111111,28.26666667,412.2333333,NA,NA
"1238",3061607,13016,"Cirsium arvense",45.7147222222222,3.01861111111111,40.33333333,421.5666667,NA,NA
"1239",3061637,23289,"Eupatorium cannabinum",52.4181330859114,4.57430689894656,28.401306609,478.00207835,0.911,NA
"1240",3061639,46948,"Rubus caesius",52.4181330859114,4.57430689894656,16.26072,441.77124096,0.6099,NA
"1241",3061643,46948,"Rubus caesius",52.4184170183898,4.57508078849246,15.315154991,445.30046204,0.429,NA
"1242",3061650,46948,"Rubus caesius",52.4229133987415,4.55856199451054,16.57435,445.5848254,0.6262,NA
"1243",3061655,46948,"Rubus caesius",52.4227947204405,4.55829958838228,15.724600332,453.00706694,0.506,NA
"1244",3061657,23289,"Eupatorium cannabinum",52.428757848061,4.56276071881542,13.262749759,438.33220567,0.83,NA
"1245",3061661,23289,"Eupatorium cannabinum",52.4286587897154,4.56273315675133,26.955449536,452.17977626,0.888,NA
"1246",3061665,23289,"Eupatorium cannabinum",52.4286226382806,4.56270442316584,16.989838988,443.10799901,0.699,NA
"1247",3061678,46948,"Rubus caesius",52.4305013752846,4.56533086553609,18.03895,460.9673283,0.7022,NA
"1248",3061734,23289,"Eupatorium cannabinum",52.4302316670367,4.56273326955003,20.171112075,457.741129,1.1473171622,NA
"1249",3061750,23289,"Eupatorium cannabinum",52.3856989476535,4.57739895593992,20.894957574,473.3253234,0.633,NA
"1250",3061762,23289,"Eupatorium cannabinum",52.3857364016174,4.57761860947684,16.350319368,442.1095628,0.838,NA
"1251",3061778,46948,"Rubus caesius",52.3843298492891,4.58091988333012,21.769483601,385.6950502,1.1787385526,NA
"1252",3061796,46948,"Rubus caesius",51.9416160827986,5.39505606382071,17.31763,453.87776467,0.6648,NA
"1253",3061809,13027,"Cirsium dissectum",52.0490949678968,5.54770642236351,17.257503406,406.70082011,0.427,NA
"1254",3061846,13051,"Cirsium palustre",51.9799111491442,5.72631669538448,23.101226046,388.15170075,3.0466051429,NA
"1255",3061852,46948,"Rubus caesius",51.9416160827986,5.39505606382071,24.665799231,447.72188867,1.110998043,NA
"1256",3061856,13016,"Cirsium arvense",51.9416160827986,5.39505606382071,28.971983683,407.24908678,1.812212051,NA
"1257",3061913,46948,"Rubus caesius",51.9416160827986,5.39505606382071,38.642641827,451.90177372,1.4275767687,NA
"1258",3061925,46948,"Rubus caesius",51.8404786263869,5.76351538893869,25.778676072,446.79442156,1.3048209787,NA
"1259",3064733,7911,"Bouteloua gracilis",46.17,-92.87,34.83764,NA,NA,NA
"1260",3064745,40121,"Panicum virgatum",46.17,-92.87,26.46443,NA,NA,NA
"1261",3064748,48859,"Schizachyrium scoparium",46.17,-92.87,22.70756,NA,NA,NA
"1262",3064750,51135,"Sorghastrum nutans",46.17,-92.87,24.39706,NA,NA,NA
"1263",3064765,7911,"Bouteloua gracilis",46.17,-92.87,37.8298,NA,NA,NA
"1264",3064777,40121,"Panicum virgatum",46.17,-92.87,36.60386,NA,NA,NA
"1265",3064780,48859,"Schizachyrium scoparium",46.17,-92.87,29.21657,NA,NA,NA
"1266",3064782,51135,"Sorghastrum nutans",46.17,-92.87,32.70448,NA,NA,NA
"1267",3074503,40030,"Panicum maximum",-1.75,-47.0833,13.6,NA,NA,NA
"1268",3074787,40030,"Panicum maximum",-22.7167,-47.6333,13.9,NA,NA,NA
"1269",3074790,40030,"Panicum maximum",-22.7167,-47.6333,17.4,NA,NA,NA
"1270",3074793,40030,"Panicum maximum",-22.7167,-47.6333,8.5,NA,NA,NA
"1271",3074794,40030,"Panicum maximum",-22.7167,-47.6333,9.2,NA,NA,NA
"1272",3074801,40030,"Panicum maximum",-22.7167,-47.6333,8,NA,NA,NA
"1273",3074802,40030,"Panicum maximum",-22.7167,-47.6333,8.8,NA,NA,NA
"1274",3074803,40030,"Panicum maximum",-22.7167,-47.6333,10.4,NA,NA,NA
"1275",3074804,40030,"Panicum maximum",-22.7167,-47.6333,10.8,NA,NA,NA
"1276",3074805,40030,"Panicum maximum",-22.7167,-47.6333,15,NA,NA,NA
"1277",3076053,40116,"Panicum trinii",-22.933333,-42.216667,9.8,NA,NA,NA
"1278",3076058,40030,"Panicum maximum",-1.45,-48.483333,14.9,NA,NA,NA
"1279",3076754,40030,"Panicum maximum",-3.1,-60.016667,15.8,NA,NA,NA
"1280",3079089,40113,"Panicum trichoides",-8.25,-35.916667,22.8,NA,NA,NA
"1281",3079090,40113,"Panicum trichoides",-8.25,-35.916667,26.7,NA,NA,NA
"1282",3079091,40119,"Panicum venezuelae",-8.25,-35.916667,24.8,NA,NA,NA
"1283",3079405,40030,"Panicum maximum",-24.593889,31.3916,24.8,NA,NA,NA
"1284",3079407,40030,"Panicum maximum",-24.543639,31.4076,20.5,NA,NA,NA
"1285",3079409,40030,"Panicum maximum",-24.685694,31.4571,16.4,NA,NA,NA
"1286",3079583,40030,"Panicum maximum",-25.2147,31.3798,16.7,NA,NA,NA
"1287",3079590,40030,"Panicum maximum",-25.169167,31.2511,14,NA,NA,NA
"1288",3079592,40030,"Panicum maximum",-25.0069,31.4803,10.8,NA,NA,NA
"1289",3079596,40030,"Panicum maximum",-25.028317,31.3702,16.7,NA,NA,NA
"1290",3079780,40030,"Panicum maximum",-24.243972,30.8248,21.4,NA,NA,NA
"1291",3079788,40030,"Panicum maximum",-24.297806,30.9183,17.9,NA,NA,NA
"1292",3079791,40030,"Panicum maximum",-24.249444,30.9434,16.7,NA,NA,NA
"1293",3079792,40030,"Panicum maximum",-24.243833,30.9377,19.3,NA,NA,NA
"1294",3079793,40030,"Panicum maximum",-24.233333,30.6072,13.5,NA,NA,NA
"1295",3079795,40030,"Panicum maximum",-24.153694,30.9576,30.5,NA,NA,NA
"1296",3079796,40030,"Panicum maximum",-24.243361,30.6065,20.9,NA,NA,NA
"1297",3079799,40030,"Panicum maximum",-24.269278,30.9957,23.8,NA,NA,NA
"1298",3079822,40030,"Panicum maximum",-24.216389,30.5628,16.6,NA,NA,NA
"1299",3079825,40030,"Panicum maximum",-24.2955,30.9886,20.1,NA,NA,NA
"1300",3079827,40030,"Panicum maximum",-24.282361,30.9557,22.8,NA,NA,NA
"1301",3079830,40030,"Panicum maximum",-24.291444,30.9674,19.2,NA,NA,NA
"1302",3079831,40030,"Panicum maximum",-24.281778,30.9801,20.7,NA,NA,NA
"1303",3079832,40030,"Panicum maximum",-24.277833,30.9764,23.2,NA,NA,NA
"1304",3079836,40030,"Panicum maximum",-24.190528,30.5291,12.3,NA,NA,NA
"1305",3079837,40030,"Panicum maximum",-24.191944,30.5449,20.8,NA,NA,NA
"1306",3079845,40030,"Panicum maximum",-24.166417,30.9884,24.5,NA,NA,NA
"1307",3080675,40030,"Panicum maximum",-25.2621,31.5038,13.1,NA,NA,NA
"1308",3080678,40030,"Panicum maximum",-25.108583,31.602,15.9,NA,NA,NA
"1309",3080681,40030,"Panicum maximum",-25.1746,31.7391,19.6,NA,NA,NA
"1310",3080688,40030,"Panicum maximum",-25.16145,31.8946,24,NA,NA,NA
"1311",3080691,40030,"Panicum maximum",-25.15305,31.8961,18.4,NA,NA,NA
"1312",3080693,40030,"Panicum maximum",-25.013033,31.8617,12.1,NA,NA,NA
"1313",3080697,40030,"Panicum maximum",-25.111317,31.9225,19,NA,NA,NA
"1314",3080699,40030,"Panicum maximum",-25.289883,31.7674,22.2,NA,NA,NA
"1315",3080705,40030,"Panicum maximum",-25.391717,31.6044,14.9,NA,NA,NA
"1316",3080714,40030,"Panicum maximum",-24.244778,31.0232,26.8,NA,NA,NA
"1317",3080718,40030,"Panicum maximum",-24.282056,31.0261,19.7,NA,NA,NA
"1318",3080719,40030,"Panicum maximum",-24.26625,31.0566,25.2,NA,NA,NA
"1319",3080720,40030,"Panicum maximum",-24.138167,31.0984,19,NA,NA,NA
"1320",3080722,40030,"Panicum maximum",-24.28375,31.003,18.6,NA,NA,NA
"1321",3080724,40030,"Panicum maximum",-24.253889,31.0529,17.9,NA,NA,NA
"1322",3080731,40030,"Panicum maximum",-24.072083,31.0149,20,NA,NA,NA
"1323",3080776,40030,"Panicum maximum",-24.601778,31.5443,16.7,NA,NA,NA
"1324",3080777,40030,"Panicum maximum",-24.669889,31.5267,19,NA,NA,NA
"1325",3080778,39965,"Panicum coloratum",-24.638139,31.5674,13.3,NA,NA,NA
"1326",3080780,40030,"Panicum maximum",-24.9974,31.513,13.3,NA,NA,NA
"1327",3080782,39965,"Panicum coloratum",-24.872033,31.7751,12.8,NA,NA,NA
"1328",3080805,40030,"Panicum maximum",-24.7602,31.8963,9.9,NA,NA,NA
"1329",3080807,40030,"Panicum maximum",-24.780683,31.8573,16.3,NA,NA,NA
"1330",3080808,39965,"Panicum coloratum",-24.701433,31.8214,17.6,NA,NA,NA
"1331",3080809,39965,"Panicum coloratum",-24.70195,31.8215,20.7,NA,NA,NA
"1332",3080813,40030,"Panicum maximum",-24.949217,31.6581,14.4,NA,NA,NA
"1333",3080899,40121,"Panicum virgatum",43.19935,-90.059033,15.1,NA,NA,NA
"1334",3080900,48859,"Schizachyrium scoparium",43.19935,-90.059033,10.1,NA,NA,NA
"1335",3080908,61942,"Panicum sp",42.1900833,-90.26585,17,NA,NA,NA
"1336",3080909,60063,"Schizachyrium sp",42.1900833,-90.26585,9.7,NA,NA,NA
"1337",3080948,40030,"Panicum maximum",-28.33325,31.7733,16.8,NA,NA,NA
"1338",3080949,39972,"Panicum deustum",-28.306983,31.9062,17.2,NA,NA,NA
"1339",3080952,39972,"Panicum deustum",-28.168433,31.9878,18.5,NA,NA,NA
"1340",3080955,40030,"Panicum maximum",-28.234267,31.7613,21.1,NA,NA,NA
"1341",3080956,40030,"Panicum maximum",-28.166917,31.9998,21.4,NA,NA,NA
"1342",3080957,40030,"Panicum maximum",-28.23275,31.7532,22,NA,NA,NA
"1343",3080958,40030,"Panicum maximum",-28.306483,31.9039,22.2,NA,NA,NA
"1344",3080959,39972,"Panicum deustum",-28.306733,31.9039,22.6,NA,NA,NA
"1345",3080962,40030,"Panicum maximum",-28.168417,31.9878,24.5,NA,NA,NA
"1346",3080995,40030,"Panicum maximum",-24.102117,31.6918,12.9,NA,NA,NA
"1347",3081016,40030,"Panicum maximum",-24.478383,31.751,19.8,NA,NA,NA
"1348",3081465,40030,"Panicum maximum",-23.1481,31.4748,17.8,NA,NA,NA
"1349",3081475,40030,"Panicum maximum",-23.369167,31.3134,25.3,NA,NA,NA
"1350",3081479,61942,"Panicum sp",42.0757,-101.43585,17.8,NA,NA,NA
"1351",3081480,60063,"Schizachyrium sp",42.0757,-101.43585,14.1,NA,NA,NA
"1352",3081484,61942,"Panicum sp",42.0801667,-101.44048,18.6,NA,NA,NA
"1353",3081564,40030,"Panicum maximum",-22.703967,31.036,18.9,NA,NA,NA
"1354",3081612,39972,"Panicum deustum",-28.106517,32.074,11.8,NA,NA,NA
"1355",3081621,40030,"Panicum maximum",-28.097083,32.12,15.2,NA,NA,NA
"1356",3081623,40030,"Panicum maximum",-28.194267,32.0138,17.8,NA,NA,NA
"1357",3081624,40030,"Panicum maximum",-28.097167,32.1201,19.2,NA,NA,NA
"1358",3081700,39965,"Panicum coloratum",-28.224667,28.2246667,33.8,NA,NA,NA
"1359",3081709,39965,"Panicum coloratum",-28.22305,28.22305,23.2,NA,NA,NA
"1360",3081713,39972,"Panicum deustum",-28.22305,28.22305,16.1,NA,NA,NA
"1361",3081756,48050,"Salsola sp",-29.516425,21.9643382,22.4,NA,NA,NA
"1362",3081777,61942,"Panicum sp",41.7700167,-99.37605,10.2,NA,NA,NA
"1363",3081778,60063,"Schizachyrium sp",41.7700167,-99.37605,11.6,NA,NA,NA
"1364",3081993,7911,"Bouteloua gracilis",45.4166667,-93.166667,11.31368587,NA,NA,NA
"1365",3081994,7911,"Bouteloua gracilis",45.4166667,-93.166667,11.64577104,NA,NA,NA
"1366",3081995,7911,"Bouteloua gracilis",45.4166667,-93.166667,12.44067215,NA,NA,NA
"1367",3081996,7911,"Bouteloua gracilis",45.4166667,-93.166667,13.58461742,NA,NA,NA
"1368",3081997,7911,"Bouteloua gracilis",45.4166667,-93.166667,13.88925455,NA,NA,NA
"1369",3081998,7911,"Bouteloua gracilis",45.4166667,-93.166667,13.9144946,NA,NA,NA
"1370",3081999,7911,"Bouteloua gracilis",45.4166667,-93.166667,15.87086536,NA,NA,NA
"1371",3082047,40050,"Panicum oligosanthes",45.4166667,-93.166667,12.83032591,NA,NA,NA
"1372",3082048,40050,"Panicum oligosanthes",45.4166667,-93.166667,14.73344382,NA,NA,NA
"1373",3082049,40050,"Panicum oligosanthes",45.4166667,-93.166667,18.3715095,NA,NA,NA
"1374",3082050,40121,"Panicum virgatum",45.4166667,-93.166667,10.30490233,NA,NA,NA
"1375",3082051,40121,"Panicum virgatum",45.4166667,-93.166667,10.52909502,NA,NA,NA
"1376",3082052,40121,"Panicum virgatum",45.4166667,-93.166667,10.59445634,NA,NA,NA
"1377",3082053,40121,"Panicum virgatum",45.4166667,-93.166667,11.00873506,NA,NA,NA
"1378",3082054,40121,"Panicum virgatum",45.4166667,-93.166667,11.18594635,NA,NA,NA
"1379",3082055,40121,"Panicum virgatum",45.4166667,-93.166667,11.95401304,NA,NA,NA
"1380",3082056,40121,"Panicum virgatum",45.4166667,-93.166667,12.73298655,NA,NA,NA
"1381",3082059,48859,"Schizachyrium scoparium",45.4166667,-93.166667,10.32463665,NA,NA,NA
"1382",3082060,48859,"Schizachyrium scoparium",45.4166667,-93.166667,10.5308914,NA,NA,NA
"1383",3082061,48859,"Schizachyrium scoparium",45.4166667,-93.166667,10.6250242,NA,NA,NA
"1384",3082062,48859,"Schizachyrium scoparium",45.4166667,-93.166667,10.83107864,NA,NA,NA
"1385",3082063,48859,"Schizachyrium scoparium",45.4166667,-93.166667,11.07650906,NA,NA,NA
"1386",3082064,48859,"Schizachyrium scoparium",45.4166667,-93.166667,11.07892715,NA,NA,NA
"1387",3082065,48859,"Schizachyrium scoparium",45.4166667,-93.166667,11.36443925,NA,NA,NA
"1388",3082066,48859,"Schizachyrium scoparium",45.4166667,-93.166667,11.37004225,NA,NA,NA
"1389",3082067,48859,"Schizachyrium scoparium",45.4166667,-93.166667,11.49520965,NA,NA,NA
"1390",3082068,48859,"Schizachyrium scoparium",45.4166667,-93.166667,11.77647968,NA,NA,NA
"1391",3082069,48859,"Schizachyrium scoparium",45.4166667,-93.166667,12.04608021,NA,NA,NA
"1392",3082070,48859,"Schizachyrium scoparium",45.4166667,-93.166667,12.95456648,NA,NA,NA
"1393",3082071,48859,"Schizachyrium scoparium",45.4166667,-93.166667,14.04767774,NA,NA,NA
"1394",3082072,48859,"Schizachyrium scoparium",45.4166667,-93.166667,14.77801106,NA,NA,NA
"1395",3082073,48859,"Schizachyrium scoparium",45.4166667,-93.166667,16.4163335,NA,NA,NA
"1396",3082082,51135,"Sorghastrum nutans",45.4166667,-93.166667,9.03996074,NA,NA,NA
"1397",3082083,51135,"Sorghastrum nutans",45.4166667,-93.166667,9.39783767,NA,NA,NA
"1398",3082084,51135,"Sorghastrum nutans",45.4166667,-93.166667,10.65014972,NA,NA,NA
"1399",3082085,51135,"Sorghastrum nutans",45.4166667,-93.166667,10.80674216,NA,NA,NA
"1400",3082086,51135,"Sorghastrum nutans",45.4166667,-93.166667,10.81420629,NA,NA,NA
"1401",3082087,51135,"Sorghastrum nutans",45.4166667,-93.166667,11.07602297,NA,NA,NA
"1402",3082088,51135,"Sorghastrum nutans",45.4166667,-93.166667,11.35700258,NA,NA,NA
"1403",3082089,51135,"Sorghastrum nutans",45.4166667,-93.166667,11.44982206,NA,NA,NA
"1404",3082090,51135,"Sorghastrum nutans",45.4166667,-93.166667,11.71502836,NA,NA,NA
"1405",3082091,51135,"Sorghastrum nutans",45.4166667,-93.166667,11.84087535,NA,NA,NA
"1406",3082092,51135,"Sorghastrum nutans",45.4166667,-93.166667,11.88618765,NA,NA,NA
"1407",3082093,51135,"Sorghastrum nutans",45.4166667,-93.166667,12.03184158,NA,NA,NA
"1408",3082094,51135,"Sorghastrum nutans",45.4166667,-93.166667,12.07395552,NA,NA,NA
"1409",3082095,51135,"Sorghastrum nutans",45.4166667,-93.166667,12.45626053,NA,NA,NA
"1410",3082096,51135,"Sorghastrum nutans",45.4166667,-93.166667,13.99054494,NA,NA,NA
"1411",3082152,40030,"Panicum maximum",-27.461617,27.4616167,13.1,NA,NA,NA
"1412",3082220,40030,"Panicum maximum",-19.9241,23.5851,33.1,NA,NA,NA
"1413",3082221,40030,"Panicum maximum",-19.9241,23.5851,15.5,NA,NA,NA
"1414",3082282,48849,"Schizachyrium crinizonatum",-17.071533,133.452217,14.8,NA,NA,NA
"1415",3082286,39970,"Panicum decompositum",-17.062633,133.446867,10.6,NA,NA,NA
"1416",3082338,13074,"Cirsium wheeleri",35.35,-111.69,11.1,NA,NA,NA
"1417",3082339,13074,"Cirsium wheeleri",35.35,-111.69,13.9,NA,NA,NA
"1418",3082340,13074,"Cirsium wheeleri",35.35,-111.69,15.5,NA,NA,NA
"1419",3082341,13074,"Cirsium wheeleri",35.35,-111.69,17.2,NA,NA,NA
"1420",3082342,13074,"Cirsium wheeleri",35.35,-111.69,18.2,NA,NA,NA
"1421",3082343,13074,"Cirsium wheeleri",35.35,-111.69,19,NA,NA,NA
"1422",3086969,44133,"Prosopis glandulosa",30.7,-105.06,40.98,NA,NA,NA
"1423",3088316,30010,"Hypericum perforatum",42.58,13.17,20.3,458.03,NA,NA
"1424",3088396,47392,"Rubus ulmifolius",42.58,13,21.22,437.38,NA,NA
"1425",3088420,47392,"Rubus ulmifolius",42.58,13.01,19.9,426.06,NA,NA
"1426",3088445,30010,"Hypericum perforatum",42.51,13.17,22.165956667,486.43463333,NA,NA
"1427",3088464,47392,"Rubus ulmifolius",42.49,13.22,19.85,430.3,NA,NA
"1428",3090788,30010,"Hypericum perforatum",39.09,-96.56,21.95,469.86,NA,NA
"1429",3090839,14084,"Commelina erecta",39.09,-96.56,12.36,448.28,NA,NA
"1430",3090842,41850,"Physalis pumila",39.09,-96.56,35.96,448.16,NA,NA
"1431",3090846,40021,"Panicum linearifolium",39.09,-96.56,11.93,447.48,NA,NA
"1432",3090847,23591,"Euphorbia spathulata",39.09,-96.56,18.55,447.27,NA,NA
"1433",3090858,40050,"Panicum oligosanthes",39.09,-96.56,34.53,445.07,NA,NA
"1434",3090871,23446,"Euphorbia heterophylla",39.09,-96.56,38.18,442.03,NA,NA
"1435",3090880,7911,"Bouteloua gracilis",39.09,-96.56,15.83,440.64,NA,NA
"1436",3090888,23398,"Euphorbia dentata",39.09,-96.56,21.49,438.74,NA,NA
"1437",3090894,51149,"Sorghum halepense",39.09,-96.56,26.91,437.73,NA,NA
"1438",3090919,23284,"Eupatorium altissimum",39.09,-96.56,15.62,433.76,NA,NA
"1439",3090934,41850,"Physalis pumila",39.09,-96.56,18.48,431.13,NA,NA
"1440",3090936,40121,"Panicum virgatum",39.09,-96.56,20.45,430.72,NA,NA
"1441",3090939,48859,"Schizachyrium scoparium",39.09,-96.56,10.74,430.48,NA,NA
"1442",3090947,39959,"Panicum capillare",39.09,-96.56,26.61,428.93,NA,NA
"1443",3090954,40478,"Paspalum pubiflorum",39.09,-96.56,35.94,427.75,NA,NA
"1444",3090959,41853,"Physalis virginiana",39.09,-96.56,27.06,426.91,NA,NA
"1445",3090982,13014,"Cirsium altissimum",39.09,-96.56,11.53,420.5,NA,NA
"1446",3090994,100098,"Tragia betonicifolia",39.09,-96.56,33.18,418.98,NA,NA
"1447",3091008,64897,"Sporobolus compositus",39.09,-96.56,12.74,417.48,NA,NA
"1448",3091044,13071,"Cirsium undulatum",39.09,-96.56,23.55,408.44,NA,NA
"1449",3091045,40050,"Panicum oligosanthes",39.09,-96.56,19.95,407.98,NA,NA
"1450",3091062,25487,"Galium aparine",39.09,-96.56,18.58,403.44,NA,NA
"1451",3091073,39973,"Panicum dichotomiflorum",39.09,-96.56,20.11,401.56,NA,NA
"1452",3091075,3168,"Ambrosia psilostachya",39.09,-96.56,14.64,401.38,NA,NA
"1453",3091081,3170,"Ambrosia trifida",39.09,-96.56,34.05,400.52,NA,NA
"1454",3091105,51135,"Sorghastrum nutans",39.09,-96.56,11.23,393.99,NA,NA
"1455",3091138,54487,"Torilis arvensis",39.09,-96.56,20.12,376.59,NA,NA
"1456",3091161,40308,"Parietaria pensylvanica",39.09,-96.56,13.36,362.1,NA,NA
"1457",3097546,96630,"Salsola verticillata",32.99851,-4.0949,15.738369855,290.36533926,NA,NA
"1458",3097547,96630,"Salsola verticillata",32.99851,-4.0949,16.05649777,294.28953182,NA,NA
"1459",3097548,96630,"Salsola verticillata",32.99851,-4.0949,16.179815941,296.20514342,NA,NA
"1460",3097549,96630,"Salsola verticillata",32.99851,-4.0949,15.907678897,292.64287103,NA,NA
"1461",3097550,96630,"Salsola verticillata",32.99851,-4.0949,16.179815941,297.52055022,NA,NA
"1462",3098135,46982,"Rubus corchorifolius",30.7,103.5,25.6,NA,1.04,NA
"1463",3100201,3168,"Ambrosia psilostachya",35.2,-111.62,24.44,396.52,2.98,NA
"1464",3100202,3168,"Ambrosia psilostachya",35.2,-111.62,21.81,392.47,1.69,NA
"1465",3100203,3168,"Ambrosia psilostachya",35.2,-111.62,23.23,385.31,1.04,NA
"1466",3100204,3168,"Ambrosia psilostachya",35.2,-111.62,21.64,349.55,5.68,NA
"1467",3100205,3168,"Ambrosia psilostachya",35.2,-111.62,25.11,397.18,1.23,NA
"1468",3100567,7911,"Bouteloua gracilis",35.148,-111.611,14.83,411.22,1.1,NA
"1469",3100568,7911,"Bouteloua gracilis",35.148,-111.611,17.75,421.35,1.51,NA
"1470",3100569,7911,"Bouteloua gracilis",35.2,-111.62,13.8,423.85,NA,NA
"1471",3100570,7911,"Bouteloua gracilis",35.138,-111.644,15.45,428.02,1.78,NA
"1472",3100571,7911,"Bouteloua gracilis",35.138,-111.644,15.26,413.66,2.16,NA
"1473",3100872,13074,"Cirsium wheeleri",35.2,-111.62,15.86,391.04,1.21,NA
"1474",3100873,13074,"Cirsium wheeleri",35.2,-111.62,13.62,393.3,1.64,NA
"1475",3100874,13074,"Cirsium wheeleri",35.2,-111.62,12.95,389.01,0.43,NA
"1476",3100875,13074,"Cirsium wheeleri",35.2,-111.62,21.7,440.82,0.6,NA
"1477",3100876,13074,"Cirsium wheeleri",35.2,-111.62,15.88,396.77,0.4,NA
"1478",3102849,48859,"Schizachyrium scoparium",35.2,-111.62,7.35,454.99,NA,NA
"1479",3102850,48859,"Schizachyrium scoparium",35.2,-111.62,7.72,445.11,1.41,NA
"1480",3102851,48859,"Schizachyrium scoparium",35.2,-111.62,15.96,448.12,1.8,NA
"1481",3102852,48859,"Schizachyrium scoparium",35.2,-111.62,7.74,449.38,0.61,NA
"1482",3102853,48859,"Schizachyrium scoparium",35.2,-111.62,7.21,445.17,NA,NA
"1483",3104384,86579,"Hypericum richeri",43.20078023386,-4.82675914279,20.92,NA,NA,NA
"1484",3104392,30010,"Hypericum perforatum",43.23387475125,-4.73934974886,24.23,NA,NA,NA
"1485",3108433,30010,"Hypericum perforatum",42.58,13.17,20.3,458.03,NA,NA
"1486",3108513,47392,"Rubus ulmifolius",42.58,13,21.22,437.38,NA,NA
"1487",3108537,47392,"Rubus ulmifolius",42.58,13.01,19.9,426.06,NA,NA
"1488",3108562,30010,"Hypericum perforatum",42.51,13.17,22.165956667,486.43463333,NA,NA
"1489",3108581,47392,"Rubus ulmifolius",42.49,13.22,19.85,430.3,NA,NA
"1490",3115316,46982,"Rubus corchorifolius",27.9751666666667,119.1351,18.249586017,550,2.839650414,NA
"1491",3115363,34630,"Lyonia ovalifolia",26.5898833333333,118.053633333333,16.210028544,396.17021277,2.7630589914,NA
"1492",3115374,46982,"Rubus corchorifolius",26.5898833333333,118.053633333333,18.755652968,567.3853211,2.8189041096,NA
"1493",3142070,214580,"Cirsium souliei",37.6166666666667,101.2,21.8,461.0333333,0.95245392,NA
"1494",3142116,214580,"Cirsium souliei",37.6166666666667,101.2,19.36666667,455.1666667,0.94603652,NA
"1495",3161938,45431,"Quercus michauxii",29.71599134,-82.46103658,17.8,NA,NA,NA
"1496",3161939,45432,"Quercus minima",29.2,-82.99,8.9,NA,NA,NA
"1497",3162648,332440,"Hypericum hircinum subsp. cambessedesii",39.35,3.07,36.1,NA,NA,NA
"1498",3164643,44133,"Prosopis glandulosa",36.386708,-111.8493294,39.675,477.365,NA,NA
"1499",3165388,13016,"Cirsium arvense",36.7,109.516666666667,23.99,378.122,NA,NA
"1500",5769171,64360,"Cirsium simplex",43.44,41.69,20.66433703,NA,NA,NA
"1501",5769172,64360,"Cirsium simplex",43.44,41.69,19.83839277,NA,NA,NA
"1502",5769173,64360,"Cirsium simplex",43.44,41.69,16.23600442,NA,NA,NA
"1503",5769174,64360,"Cirsium simplex",43.44,41.69,16.99363145,NA,NA,NA
"1504",5769175,64360,"Cirsium simplex",43.44,41.69,19.07752081,NA,NA,NA
"1505",5769850,29998,"Hypericum linarioides",43.428472,41.693999,20.92987712,NA,NA,NA
"1506",5769851,29998,"Hypericum linarioides",43.428472,41.693999,21.00709166,NA,NA,NA
"1507",5769852,29998,"Hypericum linarioides",43.428472,41.693999,22.44393534,NA,NA,NA
"1508",5769853,29998,"Hypericum linarioides",43.428472,41.693999,20.08828271,NA,NA,NA
"1509",5769854,29998,"Hypericum linarioides",43.428472,41.693999,20.69119757,NA,NA,NA
"1510",5769855,30000,"Hypericum maculatum",46.855967,11.004567,31.33062601,NA,NA,NA
"1511",5781912,64360,"Cirsium simplex",43.44,41.69,NA,441.0776124,NA,NA
"1512",5781913,64360,"Cirsium simplex",43.44,41.69,NA,441.2804757,NA,NA
"1513",5781914,64360,"Cirsium simplex",43.44,41.69,NA,448.1073153,NA,NA
"1514",5781915,64360,"Cirsium simplex",43.44,41.69,NA,449.4466506,NA,NA
"1515",5781916,64360,"Cirsium simplex",43.44,41.69,NA,447.0943058,NA,NA
"1516",5782428,29998,"Hypericum linarioides",43.428472,41.693999,NA,469.3968317,NA,NA
"1517",5782429,29998,"Hypericum linarioides",43.428472,41.693999,NA,483.6270663,NA,NA
"1518",5782430,29998,"Hypericum linarioides",43.428472,41.693999,NA,474.8896958,NA,NA
"1519",5782431,29998,"Hypericum linarioides",43.428472,41.693999,NA,475.7399021,NA,NA
"1520",5782432,29998,"Hypericum linarioides",43.428472,41.693999,NA,478.0997615,NA,NA
