"","ObservationID","AccSpeciesID","AccSpeciesName","Latitude","Longitude","14_Leaf nitrogen (N) content per leaf dry mass_mg/g","13_Leaf carbon (C) content per leaf dry mass_mg/g","15_Leaf phosphorus (P) content per leaf dry mass_mg/g","44_Leaf potassium (K) content per leaf dry mass_mg/g"
"1783",6430489,51135,"Sorghastrum nutans",37.695,-89.239,11.8427264690399,NA,NA,NA
"1784",6430490,51135,"Sorghastrum nutans",37.695,-89.239,13.6352479457855,NA,NA,NA
"1785",6430491,51135,"Sorghastrum nutans",37.695,-89.239,9.9199503660202,NA,NA,NA
"1786",6430492,51135,"Sorghastrum nutans",37.695,-89.239,12.4969828128815,NA,NA,NA
"1787",6430493,51135,"Sorghastrum nutans",37.695,-89.239,11.17680311203,NA,NA,NA
"1788",6430494,51135,"Sorghastrum nutans",37.695,-89.239,11.6479766368866,NA,NA,NA
"1789",6430495,51135,"Sorghastrum nutans",37.695,-89.239,12.8307497501373,NA,NA,NA
"1790",6430496,51135,"Sorghastrum nutans",37.695,-89.239,10.6978535652161,NA,NA,NA
"1791",6430497,51135,"Sorghastrum nutans",37.695,-89.239,9.81673061847687,NA,NA,NA
"1792",6430498,51135,"Sorghastrum nutans",37.695,-89.239,7.33662009239197,NA,NA,NA
"1793",6430499,51135,"Sorghastrum nutans",37.695,-89.239,8.85228991508484,NA,NA,NA
"1794",6430500,51135,"Sorghastrum nutans",37.695,-89.239,8.96215319633484,NA,NA,NA
"1795",6430501,51135,"Sorghastrum nutans",37.695,-89.239,9.50574576854706,NA,NA,NA
"1796",6430502,51135,"Sorghastrum nutans",37.695,-89.239,12.6375412940979,NA,NA,NA
"1797",6430503,51135,"Sorghastrum nutans",37.695,-89.239,9.09106135368347,NA,NA,NA
"1798",6430504,51135,"Sorghastrum nutans",37.695,-89.239,7.18941628932953,NA,NA,NA
"1799",6430505,51135,"Sorghastrum nutans",37.695,-89.239,8.24880123138428,NA,NA,NA
"1800",6430506,51135,"Sorghastrum nutans",37.695,-89.239,8.8042289018631,NA,NA,NA
"1801",6430507,51135,"Sorghastrum nutans",37.695,-89.239,7.22615599632263,NA,NA,NA
"1802",6430508,51135,"Sorghastrum nutans",37.695,-89.239,9.4106251001358,NA,NA,NA
"1803",6430509,51135,"Sorghastrum nutans",37.695,-89.239,4.43949282169342,NA,NA,NA
"1804",6430510,51135,"Sorghastrum nutans",37.695,-89.239,5.70679128170013,NA,NA,NA
"1805",6430511,51135,"Sorghastrum nutans",37.695,-89.239,5.51562607288361,NA,NA,NA
"1806",6430512,51135,"Sorghastrum nutans",37.695,-89.239,6.45715832710266,NA,NA,NA
"1807",6487512,25487,"Galium aparine",51.210125,2.866406,26.16900033,NA,2.630268817,18.859319
"1808",6487513,25487,"Galium aparine",51.200054,2.84333,20.85694507,NA,1.743116635,16.88533461
"1809",6487638,46948,"Rubus caesius",51.121617,2.682558,21.37205681,NA,2.04651751,7.161303502
"1810",6487639,46948,"Rubus caesius",51.121882,2.684481,23.56699823,NA,2.324201521,5.781844106
"1811",6487640,46948,"Rubus caesius",51.12387,2.644894,16.40467406,NA,2.017211896,5.423698885
"1812",6487641,46948,"Rubus caesius",51.112769,2.64555,19.71433401,NA,1.865435993,5.17257885
"1813",6487642,46948,"Rubus caesius",51.121192,2.68262,21.51028272,NA,2.001255061,7.683846154
"1814",6487643,46948,"Rubus caesius",51.121839,2.684337,15.31777046,NA,1.087537037,3.099907407
"1815",6487644,46948,"Rubus caesius",51.123898,2.644357,20.22648637,NA,1.922790262,4.983820225
"1816",6487645,46948,"Rubus caesius",51.112908,2.646192,19.93112932,NA,1.600528376,6.339138943
"1817",6487646,46948,"Rubus caesius",51.29583,3.069297,24.11548088,NA,1.868054054,9.971171171
"1818",6487647,46948,"Rubus caesius",51.295934,3.069588,19.34353337,NA,2.071614035,9.490473684
"1819",6487648,46948,"Rubus caesius",51.209901,2.865792,19.13458586,NA,1.738495575,7.068030973
"1820",6487649,46948,"Rubus caesius",51.21054,2.867584,27.66432224,NA,2.344517304,8.255391621
"1821",6487650,46948,"Rubus caesius",51.210125,2.866406,20.94031205,NA,1.728455744,7.313427495
"1822",6487651,46948,"Rubus caesius",51.273288,3.026246,23.79463006,NA,2.357962963,3.679
"1823",6487652,46948,"Rubus caesius",51.273032,3.025392,16.38084066,NA,1.91225,4.391892857
"1824",6487653,46948,"Rubus caesius",51.2751,3.023241,18.11602136,NA,1.820146789,6.719853211
"1825",6487654,46948,"Rubus caesius",51.274767,3.022425,16.47688232,NA,2.229280443,7.515682657
"1826",6487655,46948,"Rubus caesius",51.273004,3.025637,17.51982005,NA,1.343494424,4.719572491
"1827",6487656,46948,"Rubus caesius",51.27512,3.023456,22.18400571,NA,2.066007067,11.02171378
"1828",6487657,46948,"Rubus caesius",51.274746,3.022565,15.25726081,NA,2.193514019,8.44646729
"1829",6487658,46948,"Rubus caesius",51.199841,2.84309,22.12320091,NA,2.145469925,9.61612782
"1830",6487659,46948,"Rubus caesius",51.198821,2.841572,21.88229878,NA,2.236034483,9.170957854
"1831",6487660,46948,"Rubus caesius",51.194607,2.830849,20.37145187,NA,2.17667304,9.57248566
"1832",6487661,46948,"Rubus caesius",51.19266,2.826287,21.28649105,NA,2.142801556,7.504824903
"1833",6487662,46948,"Rubus caesius",51.199038,2.841781,23.94310971,NA,2.712421875,12.08083984
"1834",6487663,46948,"Rubus caesius",51.194711,2.831094,20.35416532,NA,2.353762183,8.72754386
"1835",6487664,46948,"Rubus caesius",51.192735,2.826504,17.5313162,NA,1.943358779,8.632652672
"1836",6487665,46948,"Rubus caesius",51.360303,3.327848,25.05973481,NA,1.462173112,5.127219153
"1837",6487666,46948,"Rubus caesius",51.361779,3.332036,13.72947728,NA,1.651735849,7.338207547
"1838",6487667,46948,"Rubus caesius",51.359825,3.318517,18.25354638,NA,1.857633452,5.313024911
"1839",6487668,46948,"Rubus caesius",51.361776,3.331908,16.39527418,NA,1.505787476,6.953567362
"1840",6487669,46948,"Rubus caesius",51.359762,3.318487,15.42101033,NA,2.12904943,5.855418251
"1841",6487670,46948,"Rubus caesius",51.287307,3.051528,23.55929696,NA,2.209486166,6.324031621
"1842",6487671,46948,"Rubus caesius",51.284482,3.046901,23.36569071,NA,1.787946429,5.320428571
"1843",6487672,46948,"Rubus caesius",51.285329,3.048101,19.03198576,NA,1.723058927,5.661734524
"1844",6487673,46948,"Rubus caesius",51.28491,3.047299,20.25911981,NA,2.621619048,6.252628571
